produto_key,nome_produto,descricao_produto,marca,preco,estoque,peso_kg,categoria_key,nome_categoria,descricao_categoria,fornecedor_key,nome_fornecedor,estado_fornecedor,dw_record_hash,dw_valid_from,dw_valid_to,dw_is_current,produto_sk,_gold_airflow_run_id,_gold_processed_at
13372,Multilaser Ultra Alias 757,Accusamus illum culpa molestiae ducimus molestias harum eum reprehenderit repellendus molestias culpa corrupti expedita.,Multilaser,4254.65,82,0.82,5878,Relógios - At,Produtos de alta qualidade para o dia a dia,11113,Andrade - EI,PR,85cf5b77edadf28578ea65492638611d94686c0b4bb4d420fe65e2ad15773193,1900-01-01,9999-12-31 23:59:59,True,e616d98fc29a3c4b088f2032fe4c90a1e215352db94f09559c866ba9800ba8e0,manual_run_1,2026-06-24 00:59:43.317
13393,Motorola Premium Facilis 5112,Illo temporibus ipsa tempora nobis culpa culpa.,Motorola,1231.39,355,8.69,4140,Móveis - Ipsa,Variedade completa para todas as necessidades,14587,da Cunha,RR,8b828894427a9abd8f011497eea720ce4ce6b71f5dade754413f44490f7dde27,1900-01-01,9999-12-31 23:59:59,True,913f6c46318635e428b3385726c0295e940cd8fd9db495a695fd931ac7bde8a1,manual_run_1,2026-06-24 00:59:43.317
13591,LG Smart Laudantium 7756,Doloremque quo sit repudiandae soluta quam velit atque doloribus.,LG,2020.62,290,21.82,2097,Bebê - Reiciendis,Produtos importados e nacionais,11345,Gomes - EI,PA,fb3ed0435da275adcfca46f0a72e5bf0fd8bf187dfea4086b381b7f239eb5e13,1900-01-01,9999-12-31 23:59:59,True,7e4843fc3c54c2cc00f01eb5a7c81e69cddb9d3848493c293a1cd79e63da077e,manual_run_1,2026-06-24 00:59:43.317
13595,Nike Pro In 5797,Repellendus quo illum incidunt eveniet tempora enim voluptates minus cum accusamus error ratione.,Nike,3759.8,41,11.69,13106,Cinema - Assumenda,As melhores marcas e preços do mercado,336,Freitas Campos - EI,PE,a43e669f5896aa5d1d875d06bd2a0136124fe27268e65e6712a41f576337b38e,1900-01-01,9999-12-31 23:59:59,True,c9eda4ebadeb864648d66e776dca723ec88222aaebe11db9627bb7beb4bf339a,manual_run_1,2026-06-24 00:59:43.317
13884,Dell Lite Ab 1311,Corporis deserunt impedit sint a nulla ducimus ex necessitatibus ratione soluta.,Dell,4237.76,5,16.29,8393,Automotivo - Quos,Produtos de alta qualidade para o dia a dia,8040,Pires,SC,d652fd5a03fef45cf4ed344de07bbd14705e356650b635e96cddcc30d4abea16,1900-01-01,9999-12-31 23:59:59,True,d11322635568b32fd3bc65f0cfd8afab983c04c5b88d492490a214159ef1e138,manual_run_1,2026-06-24 00:59:43.317
13941,Philips Pro Similique 8786,Totam quae quam nesciunt occaecati cum.,Philips,766.67,468,19.5,2587,Calçados - Quidem,Seleção especial com ótimo custo-benefício,6369,Cassiano,AL,74d20bea66bf0065f82ae5936374287fbd45856124a1e486d96075d774adf292,1900-01-01,9999-12-31 23:59:59,True,3094821753dbc033b7226d82d5303af3153364bcccc2efa5208af8467d64b582,manual_run_1,2026-06-24 00:59:43.317
14020,Philips Turbo Commodi 4781,Eos perferendis modi quae architecto fugit velit commodi minima ex illo reiciendis.,Philips,1061.49,165,1.31,11567,Informática - Dolorum,Produtos importados e nacionais,3962,Viana,AL,8955bef0487e9eeaa9f81defd7fe3d3e61b42c19a571ca4916860d7eff955d83,1900-01-01,9999-12-31 23:59:59,True,0acbc9ac994afe688f1a50ee1c07f3dbf61c3c8cc3e57e379fbb5184262342a7,manual_run_1,2026-06-24 00:59:43.317
14118,Multilaser Premium Repellendus 9531,Dignissimos aut ipsum omnis veniam libero voluptatibus numquam laborum commodi sit ex.,Multilaser,1559.25,436,26.17,5289,Alimentos - Doloremque,Novidades e lançamentos da temporada,1614,Vargas,RS,3fdeab746a3947ee57ff23ba9d08112db8c381952670e3952990e1bfb387d855,1900-01-01,9999-12-31 23:59:59,True,75ecd5432e71f14493c85e71a2344484f2c339b39a2afc9ea26f25c87e455c00,manual_run_1,2026-06-24 00:59:43.317
14428,Lenovo Pro Inventore 9853,Ut sint soluta magnam accusantium modi.,Lenovo,732.59,23,15.64,1023,Automotivo - Numquam,Seleção especial com ótimo custo-benefício,1463,da Luz da Paz e Filhos,AL,6be14d381f0c77bb19b27d6a22a353fb0065d56a53cb0655fd27bbaedc7e3fdd,1900-01-01,9999-12-31 23:59:59,True,f3a8dbc456a5ef7dcfb40a1774dcce2a661114959163f655eca4cde9fbc28b83,manual_run_1,2026-06-24 00:59:43.317
14507,Oster Ultra Fuga 1158,Ad harum voluptates sed corporis sapiente.,Oster,4399.72,20,11.24,9371,Bebê - Sequi,Variedade completa para todas as necessidades,11285,Jesus Ltda.,ES,2efca0b95af2de7e9b48343606393d8759b273cc49ce3ebc902321bcb2645668,1900-01-01,9999-12-31 23:59:59,True,77830c86d001e8220ab7a0664e8f557f1f99563cd10596a1faecaf53a5fa9e07,manual_run_1,2026-06-24 00:59:43.317
14657,Dell Super Deserunt 7442,Dolor facilis nemo modi impedit eveniet nulla cupiditate voluptate.,Dell,138.95,39,23.32,3917,Informática - Labore,Seleção especial com ótimo custo-benefício,845,Fogaça da Conceição - EI,BA,35e8a9f31a5d6cddf7f93e941e79b70618a1d3b1d8a722eae45db4257a5df890,1900-01-01,9999-12-31 23:59:59,True,84fe8e0f1c002285870ecfa201ffe438c77a3f567a5d783beed48de8e10a4278,manual_run_1,2026-06-24 00:59:43.317
14720,Panasonic Smart Tenetur 5044,Incidunt eligendi atque voluptatum voluptatibus atque hic corporis rem maxime sint odit nesciunt architecto.,Panasonic,3342.69,347,24.62,2612,Viagem - Esse,Produtos importados e nacionais,6389,das Neves - ME,AL,b4a8aba2ea73d0b12d004a5a3e3bfe5c5fa7c90a850814e9e89a734b068ed24e,1900-01-01,9999-12-31 23:59:59,True,3b3ded971ce6511f6a2af190c7b321befd8bd6992cce6405711c69c9317bf32d,manual_run_1,2026-06-24 00:59:43.317
14745,Dell Turbo Explicabo 6003,Inventore ex vitae reiciendis voluptatibus rem.,Dell,434.74,467,25.68,12337,Cinema - Excepturi,Coleção completa para todos os gostos,8519,Farias S/A,PR,11375c69e342ab72e228441e2b09788b81edcca3a37e9974a43d84fb72be460f,1900-01-01,9999-12-31 23:59:59,True,62aab7c2ee3b7b5d3c94fed6cf2fb0f9e8534a34030080e70868b9c360b59411,manual_run_1,2026-06-24 00:59:43.317
1477,Puma Max Accusantium 7817,Aperiam reprehenderit dolorem accusantium sint aut recusandae id atque cumque architecto rem.,Puma,1570.5,496,1.39,7753,Livros - Nobis,Coleção completa para todos os gostos,1461,Santos,SE,a84dc2a249777b5d690db40dacc59caca5a46445b77ee19f2df4a043bff34bd9,1900-01-01,9999-12-31 23:59:59,True,728d4d3091b0d3ea884e7a7f943f30b6733134fd7504657752d210c8aa2f540e,manual_run_1,2026-06-24 00:59:43.317
14824,Motorola Smart Voluptates 6462,Quasi corporis maxime eius nemo sint voluptate recusandae illum vel laborum.,Motorola,228.8,314,21.32,5745,Bebê - Dicta,Coleção completa para todos os gostos,1957,Borges Ltda.,AP,5c499eef9e122a8bf355aa6160596e3afe997dac58bccf546ac2d477bb11b3b9,1900-01-01,9999-12-31 23:59:59,True,b840c29b677bb6668fd97e5186586e83d2ac1e752ed84c8911a5703157b302c3,manual_run_1,2026-06-24 00:59:43.317
1642,LG Slim Adipisci 7075,Occaecati ipsum vitae id animi dolorem corporis pariatur nostrum deleniti error exercitationem.,LG,1251.12,239,29.27,1134,Bebidas - Deleniti,Produtos importados e nacionais,5778,Ferreira,BA,7a17b93b55761904833b830f5aad92b2148718512bf9a939e348d2556c5c4637,1900-01-01,9999-12-31 23:59:59,True,d926dee93b9fcbf6f44206c0b175ddd2583be16693397528ce7372b2916bee4b,manual_run_1,2026-06-24 00:59:43.317
1655,Intelbras Slim Repellat 4978,Hic vel voluptatem fugiat voluptatem temporibus corrupti.,Intelbras,1593.93,269,13.46,12371,Informática - Quisquam,Produtos de alta qualidade para o dia a dia,11551,Porto,AL,fce3b362c0b6d36686de1aa5f201091882edbc70603c48cbb53d0c53d5ac94ae,1900-01-01,9999-12-31 23:59:59,True,6ebf41685377f76ca1c5404a6e87fce91d1b27e991d150a31da2a6e7320d7e36,manual_run_1,2026-06-24 00:59:43.317
2288,Multilaser Ultra Asperiores 9214,Quos inventore quas ad delectus quia animi dolorem libero fuga vero.,Multilaser,851.67,424,4.28,4159,Livros - Necessitatibus,Seleção especial com ótimo custo-benefício,8807,da Mata,TO,8711e77b0e4fb8600207e4372991e8540ac91a24b6c1989b42ef1b0b87ada9f3,1900-01-01,9999-12-31 23:59:59,True,0f44385845cbb8f11267ffdc0253fcad1b4e74620592cd6e227ee5dd2b5518e7,manual_run_1,2026-06-24 00:59:43.317
2329,Sony Lite Rem 9832,Error molestias deserunt beatae aliquam recusandae rerum sit ipsa cum.,Sony,4644.89,408,10.78,1727,Limpeza - In,Coleção completa para todos os gostos,6424,Pinto,AC,a8d49cd99c28507c7f51a6625732d6b04b0784cc4ac1526f9da004ae197ef07c,1900-01-01,9999-12-31 23:59:59,True,7c2da53ca88e020be316c8694b2a9defee74496d6019515477efb6ed86a27791,manual_run_1,2026-06-24 00:59:43.317
2842,Nike Turbo Modi 9663,Delectus laborum rem sapiente ipsum culpa tempora voluptatem quaerat est maxime.,Nike,764.4,261,9.28,1826,Calçados - Aliquid,Produtos de alta qualidade para o dia a dia,7210,Farias,BA,302d15bf7f2c90a2e830cd61669a5bd212a28d62b8f49b58fa746ab13c62e1e9,1900-01-01,9999-12-31 23:59:59,True,75a26b42fd140b93ef4af976079fd1faf23d6aa2d57ba5f46daeb67107ceceb8,manual_run_1,2026-06-24 00:59:43.317
287,Adidas Premium Reiciendis 9499,Doloribus laborum quo ut cupiditate ratione vitae quod ipsam.,Adidas,4785.37,426,25.53,4405,Saúde - Molestiae,Variedade completa para todas as necessidades,8081,Farias S/A,MS,f786c7cb11bfceb22f79cd5ca847e0ee988a572a0c28eca3133553d9ddec6d1e,1900-01-01,9999-12-31 23:59:59,True,a6c4c88d840c7f2cc359b2d5a6935241dfa12960649a057c566f5f8d21d8ec82,manual_run_1,2026-06-24 00:59:43.317
3154,Lenovo Smart Saepe 9352,Consequuntur minus qui qui at quaerat quod provident odio repudiandae laudantium totam laboriosam.,Lenovo,4105.46,18,19.86,2484,Saúde - Error,As melhores marcas e preços do mercado,12313,Oliveira,AM,cee70ed8e9d9405090d6f63f0a963b0df9fb9f93135e2d0d7a0404fb0e0f620c,1900-01-01,9999-12-31 23:59:59,True,583715a0d7825b81c52ff5c8b5caba9e49243f325e36d2d9d37d298a3f44a05b,manual_run_1,2026-06-24 00:59:43.317
3559,Sony Premium Magni 4220,At hic facilis magnam totam accusamus esse id ipsam.,Sony,4483.28,270,26.34,14845,Móveis - Veniam,As melhores marcas e preços do mercado,8322,Albuquerque,MS,dd64fe2fa27e3291431b415454e472ba9a9e8a1e08c1b0148ac5ec6106771b9c,1900-01-01,9999-12-31 23:59:59,True,f5858aaf5d729f9860de3adcf8c5bc822fe6c3eb239ba0e2c8a30726170d20ee,manual_run_1,2026-06-24 00:59:43.317
3642,Braun Smart Maiores 1382,Veritatis in nulla tempore reprehenderit quaerat.,Braun,3622.88,287,24.79,10837,Informática - At,Seleção especial com ótimo custo-benefício,13507,da Rocha Ltda.,RJ,548bca8edca9305729b3515512721c57fc65c83caee88f8931d68e0268fcf63a,1900-01-01,9999-12-31 23:59:59,True,2b1211b26cce0437feac90190ab0e990c258a649cdf448ec8c03bbc99e39b0f8,manual_run_1,2026-06-24 00:59:43.317
365,Panasonic Ultra Culpa 9488,Reiciendis fugiat numquam asperiores est nostrum alias atque veniam veritatis consectetur.,Panasonic,2891.37,141,7.77,1610,Cinema - Dolorem,Coleção completa para todos os gostos,5529,Monteiro Moreira - EI,AP,5c71d7c455ea23db3d7cd3bff0527b5bde76ac896518772771588d336b88b0e7,1900-01-01,9999-12-31 23:59:59,True,4918eb9f8099846b342ca3c10b70f3c0c815d2cf0dbf15ce6b49e7f7ad8b3138,manual_run_1,2026-06-24 00:59:43.317
3720,Sony Premium Nesciunt 2038,Ab culpa consequuntur quis tempore beatae fuga assumenda.,Sony,3989.76,425,19.67,12123,Bebidas - Sequi,As melhores marcas e preços do mercado,785,Barbosa S/A,ES,850e602032db47e1dbd4b2e11d5c45e3047aed97022d056afabbf52c44f975c3,1900-01-01,9999-12-31 23:59:59,True,e8f62e3753603f820b29ee5ea5358ba98f0817e6707a1540dcd9c312b14446fc,manual_run_1,2026-06-24 00:59:43.317
3833,Arno Slim Consequuntur 7135,Impedit aut sunt tempora quam impedit ea quas.,Arno,568.64,326,0.66,1371,Limpeza - Ex,Variedade completa para todas as necessidades,11251,da Cruz Almeida e Filhos,PR,03f125b05c7e5d291e232e3fc2c93557a49596106af9dbbddbdcaa8ace416cae,1900-01-01,9999-12-31 23:59:59,True,863770186c5f5b6cc964fdb05b638847a95c7c575edd05f4f23bca1221731afb,manual_run_1,2026-06-24 00:59:43.317
389,Oster Super Facere 6678,Saepe autem tempora similique minima tempore harum quae.,Oster,2847.3,172,1.1,9834,Jóias - Ipsam,Variedade completa para todas as necessidades,1032,Pires - EI,GO,c2fa83b7fec348ac8fcb3f1d96d0e045d00289f127c09fba8518c5aca6a2d40c,1900-01-01,9999-12-31 23:59:59,True,69f280dab7af8d8b0f441293ad4fa1dcd6585342ce311b6f2ddc46a002cf9675,manual_run_1,2026-06-24 00:59:43.317
4147,LG Lite Debitis 7430,Magni odio sint ad molestias error.,LG,1261.26,161,29.11,1205,Automotivo - Rem,Coleção completa para todos os gostos,2348,Câmara,PE,5f0106ea445c4280b04f91de9b6d78bd37869947af0c0b2c573db128179ee734,1900-01-01,9999-12-31 23:59:59,True,48ee291a7b02cbcfbc73e19a4dca4e82e56275f33e35bbbd5c8e5a7b01154a38,manual_run_1,2026-06-24 00:59:43.317
