venda_key,id_item,id_pedido,data_key,data_pedido,ano,cliente_key,produto_key,cupom_key,status_pedido,quantidade,valor_unitario,desconto_percentual,valor_bruto,valor_desconto,receita_liquida,quantidade_itens_registro,cliente_sk,produto_sk,cupom_sk,_gold_record_hash,_gold_airflow_run_id,_gold_processed_at
1160,1160,52,20250723,2025-07-23,2025,8864,11524,,entregue,6,1318.84,10.0,7913.04,791.3,7121.74,1,478f6be5dd4185d42db088d71d2a3ef18fa25a0dba7a1ed3831960292534be24,16d0f2f7e91723ff87b7b233ea0fc938f6f6a1e27ba29d7edbc5ca3511c89d9b,,7ba50811ff31751e24e5e9e4479baf3b8d632e08d360aa950f8a263efaf3ae00,manual_run_1,2026-06-24 00:59:51.346
2296,2296,52,20250723,2025-07-23,2025,8864,6732,,entregue,9,1266.74,27.0,11400.66,3078.18,8322.48,1,478f6be5dd4185d42db088d71d2a3ef18fa25a0dba7a1ed3831960292534be24,e5541a55c1716135da5c0745c68a1f1bf16b03c4fee7cbcbb3297e7a033eb944,,955d3ef3d161fb790cc8c09a968a89447237e098e14c846cfff690938e5c3134,manual_run_1,2026-06-24 00:59:51.346
14387,14387,5285,20250319,2025-03-19,2025,7104,11536,,entregue,10,2598.21,1.0,25982.1,259.82,25722.28,1,d31eeeb8f990aa322589469be2e6d2ed654368c22a3484b01b7780a5748efd63,5327e1eb84dc3413bd5a613ffe3f0a934c765a4e2b0d03bb382a30fa53793447,,004174aa4653e34f8ca1df3ffd3b71cf16231fca4e25ae7e509c34d84c38454c,manual_run_1,2026-06-24 00:59:51.346
8511,8511,5285,20250319,2025-03-19,2025,7104,2810,,entregue,7,449.2,26.0,3144.4,817.54,2326.86,1,d31eeeb8f990aa322589469be2e6d2ed654368c22a3484b01b7780a5748efd63,7b1e6e4bae5e08eb611ca8c3e7bc6f04cd0db458aa0c3077e7098470fbe77387,,0d14b838821206e4b954849c06e7c65e32fbfc3516128e2594819de2e85040f9,manual_run_1,2026-06-24 00:59:51.346
12173,12173,5285,20250319,2025-03-19,2025,7104,2926,,entregue,5,2652.71,11.0,13263.55,1458.99,11804.56,1,d31eeeb8f990aa322589469be2e6d2ed654368c22a3484b01b7780a5748efd63,f60d3661fac34c504c4b6c1339c7f5f6bd5c7550cc0d0fb5924579cade845ba3,,4b363312e953cabe792d844dfd636655f254935302820b8ae8177553c6ac3962,manual_run_1,2026-06-24 00:59:51.346
764,764,5285,20250319,2025-03-19,2025,7104,10085,,entregue,8,2171.7,4.0,17373.6,694.94,16678.66,1,d31eeeb8f990aa322589469be2e6d2ed654368c22a3484b01b7780a5748efd63,9ecaa5ec46534241f1430c9fd037d581ef2d71e9f14a6daea85e147cb9013143,,6e08d6675c38529d5753a0f795825e4d0836b0803da1981d4797563d82bdbbd4,manual_run_1,2026-06-24 00:59:51.346
13243,13243,5525,20250401,2025-04-01,2025,12696,13186,,entregue,9,2991.68,6.0,26925.12,1615.51,25309.61,1,d5af6db51ac888947ecf1797d32b23b1da03f92343c3645940ed6efc3523e8ea,e4ce3061451b39d16e09de684b00291a654c6f7c3e179f7be33ef7fb884cd62b,,ef85cbbbc3e0ec2844b2336d59ea71cefcd67cdc3525e979f35c5e264797e106,manual_run_1,2026-06-24 00:59:51.346
3689,3689,644,20250615,2025-06-15,2025,1088,3515,,enviado,1,2730.01,0.0,2730.01,0.0,2730.01,1,a699ceca760736afdb05622754745990e80a301cf7e41333232a253aa1f673a9,704de0ca7acbcc9a0b2326dd97c72cf812ef944d596c0e13147dfe8c8f82bbe0,,e94ebc9cfaa6f3e606d1500c7cfb98dc4c9ce3bb0abcfddf4af09e5c9e485466,manual_run_1,2026-06-24 00:59:51.346
1543,1543,7323,20250815,2025-08-15,2025,1132,8206,,enviado,4,2164.99,21.0,8659.96,1818.59,6841.37,1,bb6aa23848a872863437e8cf60ff6a60d42d63ab0acfd45d49c15fb6152b759f,e251c697e8025c3bef4ced4c3e94c45452e7c6a2c73c69a10edbb500e9a8abfa,,afbc0a3393a3708d111e1328d2768d4a751b8cdb1fef7d784730b709431dbf05,manual_run_1,2026-06-24 00:59:51.346
4012,4012,10303,20250312,2025-03-12,2025,10938,7366,,cancelado,6,1008.25,21.0,6049.5,1270.39,4779.11,1,b89d8cb7943e08014f43547c0f882f440bf58740948264d25627de20c979875a,6125bdc5f1839ac0e312b58f63f91bc2eef400e1b35c1f8e508a3d9c38db311a,,1dbaa091060be4b37424f37738f11ab83d121e5d2d639c8747ef586c539ffe38,manual_run_1,2026-06-24 00:59:51.346
8230,8230,12461,20250821,2025-08-21,2025,4280,5408,,entregue,3,177.92,21.0,533.76,112.09,421.67,1,68832ca0b4e6f052021be67682ab1327dca50f32b5c0720918cb86d39ad9ee87,7b56fc4131958139a0cc102cb69edc53e39dcea2636fa26e74a99ba432cfef68,,b03d1a0e7ed4b9f52889eed2c6f49410556d9bdb1175874e5302529641eb30ab,manual_run_1,2026-06-24 00:59:51.346
9348,9348,12461,20250821,2025-08-21,2025,4280,12656,,entregue,8,1060.86,5.0,8486.88,424.34,8062.54,1,68832ca0b4e6f052021be67682ab1327dca50f32b5c0720918cb86d39ad9ee87,81a81e7a25a36d40af1f362e6d333cb73c6c8e7d86edb9231ac949d14b83f66c,,7ac46821cef5829eb78aa6a443a761fc9fc11ed979d9577449de1dd9de773a96,manual_run_1,2026-06-24 00:59:51.346
7055,7055,14065,20250703,2025-07-03,2025,3083,578,,entregue,3,1419.85,29.0,4259.55,1235.27,3024.28,1,fcb39d0a38c9b103943f0ac6142141a37eedbff8d3ec09552ebf1e4076fe0093,3d32fac3eaec53f85e318aea9bf7b500dd9496ade08d1c1bf231eed83f8c6322,,5f2ae770e7b89a3b795ad3d97a60d88ec8811db599d3e0946d0816a4b8700dea,manual_run_1,2026-06-24 00:59:51.346
11158,11158,14567,20250709,2025-07-09,2025,10989,9558,,entregue,2,226.5,5.0,453.0,22.65,430.35,1,530d5aaf1bf8a6f8f7fbd65e58f0705aeb5beddd9606bce7fb4a890a722b67cc,523f8d8f8ee20b6d83577c07f517439ff6bea5386d185abb4ecb78f39c6b6a51,,eec7cc3fa9c516f75cab8084b26e778ceaa3128a2b7c2c80904292cb7292f37f,manual_run_1,2026-06-24 00:59:51.346
1565,1565,14930,20250129,2025-01-29,2025,11573,626,,entregue,8,1104.64,15.0,8837.12,1325.57,7511.55,1,5e0d9a3a917afbe434e12eaeebd59810ac41a3055271e863ac227272fadddeb8,bee960e2d8946344dbf294e9b19022b912c397b857e99316b07613333272e6e1,,aa603f2255b547a2a2730f42133ac325886c4b2dde6f5aa2ef32b58659dd3a11,manual_run_1,2026-06-24 00:59:51.346
9187,9187,1827,20251212,2025-12-12,2025,11751,10784,,cancelado,8,134.37,2.0,1074.96,21.5,1053.46,1,4ed504292599ccad29ce28ee39809ad62a41be8dae47665d8dd12bda737745a9,dd4b4abfc6355cd6cafcf13de31ea7e5aaa904366c1a73b9afbfd69c40b8bc8c,,036ac1e89907b5b818fcba4aea754c80f0bde4bbb020e346d4b428a8c9298e2c,manual_run_1,2026-06-24 00:59:51.346
11709,11709,1868,20250915,2025-09-15,2025,10990,9248,,entregue,10,1297.81,14.0,12978.1,1816.93,11161.17,1,939d0a6924773716a54e92936605b6432e2cf9ff41647de71324a4866b9defc2,bd75dca7a32268cdd8cab26d5a06dbac2efce19ab4140df21dd1404ee34727b5,,4242992b27d4c3db09739b7967f2a7b440d5f7d32431786752ab738399e41c04,manual_run_1,2026-06-24 00:59:51.346
8785,8785,2974,20251225,2025-12-25,2025,14349,14866,,entregue,7,2960.25,12.0,20721.75,2486.61,18235.14,1,1e2872a43d8f0ea51761fab57f509fbdcdb18da231827203a4949ed8540d6518,6d1782c5ae391b6e402fb708caac9ca84512f0bbf25ee10cfeca5fd72de9d5cb,,714bc3d23441c527a0efcda64eb010eb043700647da5ee640166325f6de286bd,manual_run_1,2026-06-24 00:59:51.346
10029,10029,4239,20250731,2025-07-31,2025,1435,578,,enviado,10,1028.89,1.0,10288.9,102.89,10186.01,1,47977abeee54da50dd148e631b648b882c17115f3db47feb2a33d5c44c82b5d2,3d32fac3eaec53f85e318aea9bf7b500dd9496ade08d1c1bf231eed83f8c6322,,5133e7897936959bbc673957578df8f4e2231829a062545ad1aba684fee4496e,manual_run_1,2026-06-24 00:59:51.346
1452,1452,4239,20250731,2025-07-31,2025,1435,14014,,enviado,1,2203.95,24.0,2203.95,528.95,1675.0,1,47977abeee54da50dd148e631b648b882c17115f3db47feb2a33d5c44c82b5d2,24106331873fe1cdb21186fae618978846d199d0cdeb6a862555d45dd937252a,,7511dbfe65fee3d8d5ce06345bb308f4eee46bb7a5d03ca2c67ec86aee4c82a9,manual_run_1,2026-06-24 00:59:51.346
9529,9529,4239,20250731,2025-07-31,2025,1435,14436,,enviado,10,374.8,28.0,3748.0,1049.44,2698.56,1,47977abeee54da50dd148e631b648b882c17115f3db47feb2a33d5c44c82b5d2,69d9426b53c4647fb402fd1f43a62724994e7370a85a7da1fe1c4c1cebd348e4,,b8b2e427c031fb753493af77a1f18a53050ef88ca32c22aac360bc561770169b,manual_run_1,2026-06-24 00:59:51.346
10317,10317,5107,20251202,2025-12-02,2025,5694,3984,,processando,3,519.31,16.0,1557.93,249.27,1308.66,1,cc20e961e4259d4a124885d34a01d62d1387cacd2a1bde47c4de46fb9bba9e5a,423b1cf874092e93bee38d3fbec1b51ff15a1d0257a7f0850ebb9ba2554a61d2,,f89703bf47ede3f0706e3b2e7848c31837bc67a05e310b96bea428a59a533229,manual_run_1,2026-06-24 00:59:51.346
3595,3595,5107,20251202,2025-12-02,2025,5694,3208,,processando,10,939.46,24.0,9394.6,2254.7,7139.9,1,cc20e961e4259d4a124885d34a01d62d1387cacd2a1bde47c4de46fb9bba9e5a,4aabeb089729424436668389b390bce9eb83468388ccb0daccc30f7ca63d0177,,f34963694e72b6c7a702d5aa51f5d66c83f21879dec4160023127559cd81a9ec,manual_run_1,2026-06-24 00:59:51.346
12740,12740,7349,20250327,2025-03-27,2025,1126,13843,,entregue,4,454.5,5.0,1818.0,90.9,1727.1,1,86359508ab3334eb2c8d74130d8523ee55d32e9c4ac4197866d9b02787ee7e8d,9f4aa8083f76560d6374d1f345af4127e722fdc6fbbbed7e1f72c45299aa75e4,,dc00f725573f2c75ca2150d3c705c63d068fd527f294f031dad1ca04369e8dc5,manual_run_1,2026-06-24 00:59:51.346
294,294,7349,20250327,2025-03-27,2025,1126,4635,,entregue,9,1290.03,17.0,11610.27,1973.75,9636.52,1,86359508ab3334eb2c8d74130d8523ee55d32e9c4ac4197866d9b02787ee7e8d,c2596adcba267f2b2ff343aabd9b435b6f649ad1c8b3cd0fb61647b72a61b7bd,,830013b8bfc1ca230acf849a0141a740c1e2b21f2990ea84673e6b04f5b9abfe,manual_run_1,2026-06-24 00:59:51.346
9445,9445,7755,20251112,2025-11-12,2025,14528,10891,,entregue,6,389.81,11.0,2338.86,257.27,2081.59,1,49edd74d57daef724a2eb99bcfa2c1843957b5199f8b4245d8e9e6a1d3be3f75,6a58b54aeee4130cc698a059e8f6618785a1877cf8f21cb1ae12921c0d387a03,,f88dd15da7eb9a9aa8c8cf0e403bf803ea56d391634cce87691feac0c02b71c5,manual_run_1,2026-06-24 00:59:51.346
246,246,7755,20251112,2025-11-12,2025,14528,14317,,entregue,1,1762.8,26.0,1762.8,458.33,1304.47,1,49edd74d57daef724a2eb99bcfa2c1843957b5199f8b4245d8e9e6a1d3be3f75,252b8124132f279fe44e774b5beffcb05588d48ace94424132a7e01c389e5831,,999d0cd5b27138b2bc8a682b9f0b7cbdb0179f2a3e73fcfdc8b9562786180945,manual_run_1,2026-06-24 00:59:51.346
8678,8678,8402,20251110,2025-11-10,2025,5551,1647,,enviado,3,2470.78,7.0,7412.34,518.86,6893.48,1,87841102f8243fb361dccb0f8fa74707bae881a925c3bb22327b8008d7ca87e6,48d5058f6cdee758820f0f73c3212526be316f621e963499debbd4ea33f23d5a,,06ced58ba7f5fc2697fb193264ab16d9f94c42d7367d2650141c51d7dc5e4bd2,manual_run_1,2026-06-24 00:59:51.346
7774,7774,8402,20251110,2025-11-10,2025,5551,10048,,enviado,4,337.18,12.0,1348.72,161.85,1186.87,1,87841102f8243fb361dccb0f8fa74707bae881a925c3bb22327b8008d7ca87e6,ea71360e7f34b6428606e208a7c395852c0f6e0374940afd325ed559519a5157,,ebdced3f866a0590086d28d0bc6b33965363abd6838a1b07794606315a548909,manual_run_1,2026-06-24 00:59:51.346
11766,11766,8993,20250716,2025-07-16,2025,11065,8527,,entregue,2,642.09,16.0,1284.18,205.47,1078.71,1,e8acc8b2aee810b7ead5677f1d2acc5e271f2d01e9cf040dc57c08963829b476,8472e60a55ab2b6c85e94bb00c79e7df695aa8d67880744eab854eab6d735cd3,,71fe4aefeaa97105c792d7fbd45976ae41f0d35c979d638ab88a904107bbdc25,manual_run_1,2026-06-24 00:59:51.346
13670,13670,9543,20250916,2025-09-16,2025,6663,953,,entregue,1,2117.61,8.0,2117.61,169.41,1948.2,1,e0436454a79b7753e839a48cc8c2b5a5bfb8fda19895006d4a466b12b54c9307,6e8169a7bdb86679130065adf38cfaa6b2f2fd48ddfb363f4f496c8090ce8904,,2f9c0caaf22aef8b4fabe2a5441b61d177b9d5dad726bc2eb513e57972a8ad90,manual_run_1,2026-06-24 00:59:51.346
5516,5516,9543,20250916,2025-09-16,2025,6663,7540,,entregue,1,103.84,6.0,103.84,6.23,97.61,1,e0436454a79b7753e839a48cc8c2b5a5bfb8fda19895006d4a466b12b54c9307,cc309a7766e3a22854a63d6fa5532928f4bb5d321ecbfad92c17fa61c397ca5b,,7e64d3e89487545ec8ae54d969ab830cdecc2ac7f04e230e45bd57664664280b,manual_run_1,2026-06-24 00:59:51.346
13549,13549,11235,20250827,2025-08-27,2025,140,7965,,processando,9,1210.87,23.0,10897.83,2506.5,8391.33,1,e8522b19b10ae6a95dbd3f7296f519eb4e738506feb0617ccedffcdab5e98394,b7043f130c851dd58b566ac17406669a8b2706d4c03de88f28a29ceab2473d18,,66cce32903480e74c7ba59b5101c8856d79fecce65673c38c9f95ce1671cba01,manual_run_1,2026-06-24 00:59:51.346
8131,8131,11235,20250827,2025-08-27,2025,140,3317,,processando,1,611.89,11.0,611.89,67.31,544.58,1,e8522b19b10ae6a95dbd3f7296f519eb4e738506feb0617ccedffcdab5e98394,77e096be95c6bb26d78f93246e6c63f058d0dd328e23ce6186694b488cf9336d,,24de144b8fa4423c9ec36cd9809e361b25b33698ea52b9c7d828d75242d61e72,manual_run_1,2026-06-24 00:59:51.346
10600,10600,11594,20251021,2025-10-21,2025,8843,7395,,entregue,6,1979.03,30.0,11874.18,3562.25,8311.93,1,d7f61f567c18c7301dfdea73a4dfddf3363f424c9984d77058fdc1bfe815bb3d,298ec0e1d604419f9a9188353817ee395819d062a3ba69fb6bb1fa701c75d994,,b0f72756edfb209e1c2cb95fc54a8e37c9971a4c45a269ab814bfdef28cdcb31,manual_run_1,2026-06-24 00:59:51.346
1358,1358,14767,20250729,2025-07-29,2025,416,10223,,enviado,7,1496.84,13.0,10477.88,1362.12,9115.76,1,444165e969ff8d5fe8cce666fd14af8c2967bb9d1c3fc1003deb3cd1d2403a99,86e390b24658c9d87b3f88142fe4bac230e364dfef0d0becb6ce99641c40c5d4,,52b016b8f173d1ebfc398164de9f367de5a2aeea0c36458226df2c4ac2c44a75,manual_run_1,2026-06-24 00:59:51.346
5770,5770,3644,20250815,2025-08-15,2025,14137,12608,,enviado,8,2226.1,2.0,17808.8,356.18,17452.62,1,abd1909ef0f2d93059b38289f08fb8809cf9f2a6739bfc338b0073222a9e3d07,be3b13b0a90fa1ee98dababe29527ce941e807e07c1f6539eda5d1add23bf5bb,,4cb879f54325b79db4a4ab713b0c04d276a75998612b8e0add2e545f19391577,manual_run_1,2026-06-24 00:59:51.346
3701,3701,3644,20250815,2025-08-15,2025,14137,4491,,enviado,4,1412.06,21.0,5648.24,1186.13,4462.11,1,abd1909ef0f2d93059b38289f08fb8809cf9f2a6739bfc338b0073222a9e3d07,0dce3a0a0425d8842967334fcb817fc69579fc6829758ce785ca8e8bbe37b514,,ef35b9e5e1fd38cc1782f4c08f92e461c8c58dc201a4d877a2086b970636b352,manual_run_1,2026-06-24 00:59:51.346
6441,6441,5992,20251229,2025-12-29,2025,3554,8716,,entregue,10,911.93,14.0,9119.3,1276.7,7842.6,1,add96004a9b9f8a106e77f9f09f018cd51dbb619fcef6e13e283e68a0d570315,846c7f170782a2c08ac062e2eb31732b1340678df74baffd6de5f3c22e3b1580,,f5f0590c9a69a5853f243c116fe3f1651f5600f22023b4447d33eae88b0195c2,manual_run_1,2026-06-24 00:59:51.346
8592,8592,6873,20250105,2025-01-05,2025,6233,11604,,entregue,8,1715.0,5.0,13720.0,686.0,13034.0,1,6681d2877b010bc579512d286ae5d51a5e7364a1f74c6fc3701b9c9bebcc5b83,1dfa23ba5af9141a61f25397c9a197f78a089210d78117dc655272e37fc52636,,881332687f11e7de884d8855d2e94757f620dc93abdb25ea2f7dcb2308b90c70,manual_run_1,2026-06-24 00:59:51.346
5910,5910,6873,20250105,2025-01-05,2025,6233,14427,,entregue,8,319.36,12.0,2554.88,306.59,2248.29,1,6681d2877b010bc579512d286ae5d51a5e7364a1f74c6fc3701b9c9bebcc5b83,3a627db58f07eafe471fc608287f25591f0cfcb1c2b6e304d3395c15f4655c03,,2786b6f28d253c23fcb40f2d876b18d740a83ea86c2b9c784ca3f160504b4677,manual_run_1,2026-06-24 00:59:51.346
13858,13858,6873,20250105,2025-01-05,2025,6233,2235,,entregue,9,1321.91,11.0,11897.19,1308.69,10588.5,1,6681d2877b010bc579512d286ae5d51a5e7364a1f74c6fc3701b9c9bebcc5b83,0ed745a1970a1269909bed0e79f6141bb32e891768055b4ed4a30546fe6a6e55,,4a70d4617a7b0f00046346f230925fa3bb7e67f925813ce8d5e2557a371a0060,manual_run_1,2026-06-24 00:59:51.346
9526,9526,6873,20250105,2025-01-05,2025,6233,10360,,entregue,6,298.55,2.0,1791.3,35.83,1755.47,1,6681d2877b010bc579512d286ae5d51a5e7364a1f74c6fc3701b9c9bebcc5b83,6bede8a872058cbd098d473faa9372af30941af5479319cb05c7be1a74284a70,,7ecc28c21f53046dd38627b938c5f6affaaf6a07ea9830089719f63ce6b29389,manual_run_1,2026-06-24 00:59:51.346
13188,13188,9850,20250403,2025-04-03,2025,13352,12724,,entregue,9,2602.28,25.0,23420.52,5855.13,17565.39,1,18e591d198dd0512f6454b6ec637a4bca7f73d34a509283a1321a83e7cc4e2b6,e3e55dc5f810cafee76195a1450f5511cde667eaf4ec7a9abc7b9891e3138cb4,,4ffd1746f91568a735394d55e98430cbad498830306b464fd22fd1b6274af6ac,manual_run_1,2026-06-24 00:59:51.346
4526,4526,10245,20250320,2025-03-20,2025,117,14137,,entregue,2,2125.59,13.0,4251.18,552.65,3698.53,1,4a1712b877b03b5f7b7c84d5192c1c312c8c64080f2c12da63870fe663386e62,abd1909ef0f2d93059b38289f08fb8809cf9f2a6739bfc338b0073222a9e3d07,,3881a2a229b1d0cf769a793bcab54dab5b021191c3f2143b08743f6e0ce66c3e,manual_run_1,2026-06-24 00:59:51.346
13563,13563,10245,20250320,2025-03-20,2025,117,15000,,entregue,5,486.75,2.0,2433.75,48.68,2385.07,1,4a1712b877b03b5f7b7c84d5192c1c312c8c64080f2c12da63870fe663386e62,5cc34cb2f6c0bb429346cbf4a18e52dc87b57876f793839b3871af14cebf4f28,,41693bf52d49216370f7f502bccb586ddec41bbfd1d92233d939678da354b974,manual_run_1,2026-06-24 00:59:51.346
13568,13568,1031,20250515,2025-05-15,2025,12008,10215,,cancelado,6,511.44,26.0,3068.64,797.85,2270.79,1,616a1d6af48c670aea5da8acb6e08874646a21c3c0bbf1d634c23baac74891e8,7f7d31bb72e4968cc92b0333166de3b65e0325f57dfee1f3d447b480d48e039e,,1af17074de70a770bd090d3ef88c30129e817bd73b52543e51234894b1562641,manual_run_1,2026-06-24 00:59:51.346
