entrega_key,id_entrega,id_pedido,data_envio_key,data_prevista_key,data_real_key,data_envio,ano,cliente_key,status_entrega,transportadora,codigo_rastreio,prazo_previsto_dias,prazo_real_dias,atraso_dias,entrega_no_prazo,quantidade_entregas,cliente_sk,_gold_record_hash,_gold_airflow_run_id,_gold_processed_at
2842,2842,12093,20240211,20240215,20240214.0,2024-02-11,2024,13035,entregue,Loggi,GD977465411BR,4,3.0,0.0,True,1,034818d9581da242f2eafe4548049c1251fcc969ef4e1b22635440c1fc30a6f6,aafb958bc1ab2160cfb27bb111f62195bd81211a4659f56e87f99f73d335afe4,manual_run_1,2026-06-24 01:00:14.078
287,287,14106,20240512,20240531,,2024-05-12,2024,10498,em_transito,FedEx,FZ843086109BR,19,,,,1,3d9634b9482a798fae7c8f2ac521dd05746a363025580ba23568646d42b9b3a6,df35493a61aef7b6b3d15cfcdd0ffba57f49b38cbf164d0be057ed4406385f3a,manual_run_1,2026-06-24 01:00:14.078
3642,3642,8243,20241108,20241114,20241113.0,2024-11-08,2024,5799,entregue,Latam Cargo,IN660466630BR,6,5.0,0.0,True,1,50aa46c43ec78e99b85e349c70c13595d592b9bcf348e2981c7dd3b94817159c,c02f57bceff577694a5409a4864b24301b3fc23d293738d351bb85a379c4d1a9,manual_run_1,2026-06-24 01:00:14.078
4200,4200,11327,20240307,20240315,,2024-03-07,2024,12721,em_transito,Loggi,UJ732211177BR,8,,,,1,9a749ad72da377ad5bdcee9413dc251d566506844b02e91e67ff9bec3b8a611a,491b5d6a7ed65cb199aaf006e38ad8f4087a9fdacf4562d38f76aa297d0a6a19,manual_run_1,2026-06-24 01:00:14.078
4510,4510,3513,20240320,20240407,20240408.0,2024-03-20,2024,6889,entregue,JadLog,TZ705414482BR,18,19.0,1.0,False,1,16d27c105a59c563dfb27098db1a568129254a4b02634f9de2a92adfb987c998,da1c126318d3d853df981dc0344001573282ef093ccd1cc1f7dd565c8e0f5729,manual_run_1,2026-06-24 01:00:14.078
5162,5162,12930,20241011,20241022,20241025.0,2024-10-11,2024,12809,entregue,DHL,BT832584050BR,11,14.0,3.0,False,1,a69fe780875bd54d11e224bb902ebec43c0ba71ef6a919642520a9b03822052d,2941c04cd3cacd299d5664a45dab43e3853790f960f09e91f3f57667cd9b44ce,manual_run_1,2026-06-24 01:00:14.078
5722,5722,2915,20241020,20241028,,2024-10-20,2024,11127,pendente,Loggi,PM456287744BR,8,,,,1,c7f9699e80be57ee6f399d08f8aee179de1f9bab041889f3d46072429481990b,b12a8c38884f05b8d1730a3dc9c567936e4fd538a60ea73f82f8c4b884d7e5ba,manual_run_1,2026-06-24 01:00:14.078
5820,5820,6255,20240923,20241005,20241010.0,2024-09-23,2024,8060,entregue,JadLog,EY998667801BR,12,17.0,5.0,False,1,5820afe9a44269b88c8e8a4e17c3a28a5aef9b929081040f8b92203399ca6e9c,feae1e78aec18c372ea600c73eb8ff118a599c135a19255792b47d7bd187b995,manual_run_1,2026-06-24 01:00:14.078
6653,6653,6014,20240514,20240520,,2024-05-14,2024,14682,pendente,Latam Cargo,RA356388329BR,6,,,,1,bca1b23360bc03f7ffc21ee66e30ccc16e7e3c90f02e4d9e2cc755f0ed8bd4e5,3b2d601998fd0e971a9a9700a98056b45ae7155824306c6a3431c33dba899a1d,manual_run_1,2026-06-24 01:00:14.078
6993,6993,11027,20240216,20240222,20240221.0,2024-02-16,2024,10817,entregue,Latam Cargo,GG768715299BR,6,5.0,0.0,True,1,b46fbce10cccbc5810362b73d149c3be8f7ae0a8fbff5ff2ac705ec7eeb1c6c7,4547099fa3e2e673b52ca9bbcd99cad005b1b32e48269934d2612bdd34403a6b,manual_run_1,2026-06-24 01:00:14.078
7414,7414,14075,20241228,20250105,20250106.0,2024-12-28,2024,592,entregue,Azul Cargo,BP247282282BR,8,9.0,1.0,False,1,42d51d5821f2034adc34f83ad8be83b337975a6cab0dd604b90b66c40590831d,c7337eeb7db7d46ec7b249cd0638d8d5ad52ba200c0cc4a749dc18cee6c0cb1c,manual_run_1,2026-06-24 01:00:14.078
7919,7919,11770,20241210,20241215,20241215.0,2024-12-10,2024,1587,entregue,Azul Cargo,FT506136422BR,5,5.0,0.0,True,1,fd68c9c5950ae5c9097bf5643dd732196c25263712fcd22238092a7755baf5f6,3007db29538e8ba8945bc28d14222835834af4a7387df30864a6eff1bd73f200,manual_run_1,2026-06-24 01:00:14.078
8540,8540,3477,20240731,20240809,20240807.0,2024-07-31,2024,9842,entregue,Latam Cargo,FF263089765BR,9,7.0,0.0,True,1,1f35d05e3e3b5dc25a414719cf320e69615055dead24b76db309a5ebe2a00d12,6cd74484797ecbd0e5fc65f456f6eebc583f6cbe9804ca0b6b8bb05ef84aadff,manual_run_1,2026-06-24 01:00:14.078
895,895,12618,20240928,20241014,20241012.0,2024-09-28,2024,3755,entregue,Correios,NZ719202957BR,16,14.0,0.0,True,1,2688ff8e3a7dab15484656f50fb61ffc303cf3571423cf33644cff061d63938e,5bfc4e77691872f35ac969f25b16f5690e93507eec8c84a1a880b4c701c37eaa,manual_run_1,2026-06-24 01:00:14.078
8954,8954,12414,20241201,20241215,20241219.0,2024-12-01,2024,11741,entregue,DHL,DB814290467BR,14,18.0,4.0,False,1,c151c4c08c3d6ef94a8fa1c8ebf35f887ee4a8e7741bc463d07d3fa5809b1a05,c4f00e7b3071f17ca061f265088ee836d86dd73ce20fd254a4d4b847486de971,manual_run_1,2026-06-24 01:00:14.078
9228,9228,5608,20240118,20240125,,2024-01-18,2024,14472,em_transito,DHL,RQ860515407BR,7,,,,1,ba39346f26cd9db4e5ad1a51e7cd85307a68ffe054ac50698ba13a49256e9715,36c57cad8071faa162ed7f1e84ccdadfcfb0b68f0c8f1cc48a3fa25be027ab90,manual_run_1,2026-06-24 01:00:14.078
966,966,5576,20240109,20240129,20240128.0,2024-01-09,2024,8015,entregue,JadLog,DR633488437BR,20,19.0,0.0,True,1,b3e5943cb02976581460e4bf8d1be09676d3dc509b679cfa7a0988fec3e2010e,e930138bbe99ec1c1dc1eceb19f4795ca5b3f0f717c769487fe7274808401fea,manual_run_1,2026-06-24 01:00:14.078
995,995,6163,20240229,20240317,20240321.0,2024-02-29,2024,10638,entregue,Loggi,SD146531300BR,17,21.0,4.0,False,1,e7d4e50f32bc282b6aaf0138043d2ed4f40ce697552d2010ace21cad4901e07f,7ff6038ace21186fa8b379641b0d4afd2e924bc388226e19a17e4a389e886079,manual_run_1,2026-06-24 01:00:14.078
9950,9950,6058,20241215,20241224,20241225.0,2024-12-15,2024,14114,entregue,Latam Cargo,YT501177125BR,9,10.0,1.0,False,1,09f5ab24db61be93ad123074363b59a6fb814335480ec992d87667292e676f32,7ba57f341a048eec9f54769683f1bd05ede5a2b04c20b211adc48b3287acde14,manual_run_1,2026-06-24 01:00:14.078
10092,10092,12156,20241121,20241205,,2024-11-21,2024,14050,pendente,Azul Cargo,EZ329597683BR,14,,,,1,72477d01264d26158aa3214a299fa89db011bb4210763fdfa2bd8e66741b34ae,fe56ae0b022f92920976e274c5ab93a14df883b51d9320e82add0bfcbc79ff1f,manual_run_1,2026-06-24 01:00:14.078
10308,10308,12024,20240310,20240329,20240401.0,2024-03-10,2024,4153,entregue,Total Express,MA092035135BR,19,22.0,3.0,False,1,7294c6d7fea08ad578885b019255047a455077f0d3b77c0dc3eb45beb5131e9c,fa3d73dd83651743619546a50b722f1cd289d7dcfb91b8f9d6d7c6862cbe873d,manual_run_1,2026-06-24 01:00:14.078
10409,10409,5854,20240929,20241016,20241021.0,2024-09-29,2024,3622,entregue,Correios,VJ416618442BR,17,22.0,5.0,False,1,21ced1a0db929f4ad04dcf144bef6aff4e74e94d6e5964c2c3503949c2dacb57,7c440ae38d84b04076759520dedc3aacec08d549021522bb4d80f1486a13a42a,manual_run_1,2026-06-24 01:00:14.078
12148,12148,10893,20241204,20241211,20241216.0,2024-12-04,2024,11258,entregue,Azul Cargo,YC173404119BR,7,12.0,5.0,False,1,17a426df91ff6da129a77c372ed4147580c52d33432e1c0d238fb66206a3ee71,8eed9bceaaec3677ffd9cbbe41f16fc32ba6a90f66e07436a68f306439cb559f,manual_run_1,2026-06-24 01:00:14.078
1374,1374,14369,20240324,20240402,20240402.0,2024-03-24,2024,2365,entregue,Total Express,TT458196379BR,9,9.0,0.0,True,1,97b730d3a3f5ee414953a39e0f9324d5ba18e0b5ea711862e5019d0b2f93447b,0e058847ab1e7d99f9ba79ea6af5f99e1cbe5f8566da840bba339e8e869fc4bf,manual_run_1,2026-06-24 01:00:14.078
14073,14073,2082,20240505,20240525,,2024-05-05,2024,8313,em_transito,Correios,VW959776692BR,20,,,,1,da5773a67f14a81669699fb660881e9adaf3e27c8a38e351766824488b1d053f,5a471e449ef98d31ffa243f16ae17a661f2dc6b86a2ba79ca6b6994da58b978c,manual_run_1,2026-06-24 01:00:14.078
14278,14278,668,20240303,20240322,20240323.0,2024-03-03,2024,9135,entregue,Total Express,DE390650769BR,19,20.0,1.0,False,1,a9074ad7e65225300215bbe6c6255edceb77d133832b45d64ee25cb5feba670c,6f017ea92ba21def6873b5b0e42beb606b70d05b958fff85773a7ec13a3503f1,manual_run_1,2026-06-24 01:00:14.078
14885,14885,7423,20240905,20240918,20240922.0,2024-09-05,2024,7844,entregue,DHL,HA002252013BR,13,17.0,4.0,False,1,11ef91b24f94ad9b445e94443b8bc7016323b6b83acdfbd424530e03b4211d16,f727478534eaaf11f63c487f05839d58ec46243678b90e2452137cf7590c3503,manual_run_1,2026-06-24 01:00:14.078
14923,14923,12557,20240221,20240227,20240225.0,2024-02-21,2024,8372,entregue,JadLog,SI363837286BR,6,4.0,0.0,True,1,523f91a37991e75302a34883044ab6f49e02c275b05a1fa83ec025ff64a2a72f,fb04b7aadda35e23889323f972a9f2c57ae2229070d2a75ce75f4cda93473af3,manual_run_1,2026-06-24 01:00:14.078
1726,1726,11174,20241012,20241022,20241022.0,2024-10-12,2024,14926,entregue,Loggi,WH522594264BR,10,10.0,0.0,True,1,cfa4397260c80a2b5c891198fee0364a2eb99e0c97d8897ea85f1ad9e4a80f19,84fcc91c6f47a9438cbed8af2a477ccd20b1e1e2b2510e2fcc5115d3750094b1,manual_run_1,2026-06-24 01:00:14.078
2024,2024,9424,20240312,20240328,,2024-03-12,2024,7234,em_transito,DHL,UR063547535BR,16,,,,1,890d963e9d91dd450021b7c19f7b849147c3254fd4fad27d95abfd257e7ef4f3,85df6c10f1e587c9139b971fd6048cc0c7623972c81959d552b085e2957a76f6,manual_run_1,2026-06-24 01:00:14.078
2061,2061,8104,20240220,20240225,,2024-02-20,2024,2389,em_transito,DHL,TO798886522BR,5,,,,1,daf960580e9b6839d0f8af24ce4862ac11b79d9716b218a91d6de87f8f917654,6c67aabfb15af75ca6045c84ccf26eee6d01e9e376c562dd0f0fbd507b1a0df0,manual_run_1,2026-06-24 01:00:14.078
2219,2219,9221,20240428,20240501,,2024-04-28,2024,9153,em_transito,Latam Cargo,DS856488412BR,3,,,,1,f5039a94b3774fd8ba80c14b53a5ab169183bc57681028ff338bef8f4d84e78e,c40f625506420508e04526ccbd3c4ae9f2c01fe0bf446706df6f5da60ac899cb,manual_run_1,2026-06-24 01:00:14.078
2230,2230,1055,20241102,20241111,20241115.0,2024-11-02,2024,2426,entregue,DHL,FR057379574BR,9,13.0,4.0,False,1,b89c6e5f53847118d6c8ccbfd66b9819d1a2f207a972f550421f4bfc643ebb0e,d1c60ac59d1786f2fa6204f17c33d245d49bf6edf1951f740cc140ec201c6d6d,manual_run_1,2026-06-24 01:00:14.078
2559,2559,12844,20240731,20240806,20240810.0,2024-07-31,2024,14461,entregue,Total Express,QA650212709BR,6,10.0,4.0,False,1,3b91396cacd201b0e14092ad56ab40a7a98811d89c9f9d8d85c91c9fdcf65e37,b89d4c4972d5efb912abc31578329f7e2d3440aa1458702f32038978a46b4641,manual_run_1,2026-06-24 01:00:14.078
2783,2783,9982,20240606,20240623,20240621.0,2024-06-06,2024,4792,entregue,Correios,IL325450351BR,17,15.0,0.0,True,1,d71f0692e6481d328396c4aa093112993d74f10b66403678b0679a5a7c4a0d06,804d44d3456284d61183cb540869bbec1600bbd4387ec36d4ad0b5841a72baee,manual_run_1,2026-06-24 01:00:14.078
2815,2815,4054,20240524,20240610,,2024-05-24,2024,9191,pendente,JadLog,VY619528430BR,17,,,,1,7425fb0939a8874656af5154986e544124558e1bcf0c268b235c427822938f81,82388c07da4b512b0fef05c7ffefbbc6781b743d9ee43a593a3cb0a82527e1f7,manual_run_1,2026-06-24 01:00:14.078
3543,3543,934,20241031,20241104,20241109.0,2024-10-31,2024,1826,entregue,FedEx,DF581978937BR,4,9.0,5.0,False,1,4b1f01d4c7b3850867e64339c7b6ca29766a5f001e0570505009de2830e4d7d2,daefee3bab2f1b161a4f80fd3d8c5cec5a993e721ea3c5485ba6518758b710e0,manual_run_1,2026-06-24 01:00:14.078
3651,3651,11764,20240814,20240828,20240828.0,2024-08-14,2024,745,entregue,Total Express,ZJ722265635BR,14,14.0,0.0,True,1,df929768bbb394fddd5b51f701999c9fe9f3ca36fa4f4b4646c3b639afbe3fb2,8871e37db5f697a0971bd6f31134767610a14316aa70bcc010a8912e56f73e78,manual_run_1,2026-06-24 01:00:14.078
3825,3825,3052,20241114,20241118,20241129.0,2024-11-14,2024,9103,devolvido,Total Express,AI377229709BR,4,15.0,11.0,False,1,1432ae836575521d2804377f26ff864a1c36f31ae87b47ac16b5c74921d2bb6b,cb7ad55c345975b07bc8e48d8f10d6da11c7e3a04afd68a7bdb8f9a86a3e7e8c,manual_run_1,2026-06-24 01:00:14.078
4383,4383,7970,20240305,20240322,20240322.0,2024-03-05,2024,2799,entregue,Correios,VM226744675BR,17,17.0,0.0,True,1,a4c141a31088c476113d8a6f4a2b64c47a5766af266dca2bdd0a048e4ef3bf70,3789d61e34d8e6741e7ad4ee371b03ad362295ab606100577d3d7db2e3ec8d87,manual_run_1,2026-06-24 01:00:14.078
4936,4936,6979,20240413,20240428,20240426.0,2024-04-13,2024,4359,entregue,DHL,BA120922940BR,15,13.0,0.0,True,1,2c1d108424a9e5849844dbe9e4ce5d8ebf3364a854faf30483ec126332cffe25,1e61fe1be021bbd184b48df7fc94208dccc2d715f1180bae8d1d28b3bb640959,manual_run_1,2026-06-24 01:00:14.078
5214,5214,2146,20240927,20241017,20241016.0,2024-09-27,2024,3237,entregue,Latam Cargo,YX535799702BR,20,19.0,0.0,True,1,11438160b01b60f46f3b332409b3a30d01eef94749b0bf92aebda9944627bff1,3fb3e0deafccb4068777bb53bfef894f1322f5fe4d37e44c153993916b678afe,manual_run_1,2026-06-24 01:00:14.078
5310,5310,438,20241122,20241212,20241214.0,2024-11-22,2024,12514,entregue,Total Express,PI659707891BR,20,22.0,2.0,False,1,35ed0b176efcf9898996c44950dad32452555bea6307239e6cbb3d1d10e3ed66,3887778a6a9aa62e96a2c4f510f81114e64efb2f757287473c5d2c0c8fbbfda0,manual_run_1,2026-06-24 01:00:14.078
5895,5895,7158,20240930,20241016,,2024-09-30,2024,996,pendente,FedEx,UD604680001BR,16,,,,1,52c9197a5fb58f70a3f74994546d53c2968009e52914e29a57f77d5a8c4e6273,3952af7f336205a11657ae3ced4f29de843bc7b072f4585f6bd52ab8a6108644,manual_run_1,2026-06-24 01:00:14.078
668,668,87,20240326,20240404,20240403.0,2024-03-26,2024,10393,entregue,DHL,LG633033107BR,9,8.0,0.0,True,1,fc663275d850fa522e514ee2877be9eb0406e7f72da1d04e7b9eb9aa3babfdfb,a1f178927663ba15d87985adca445c157064813d49d73fba6255be1124c0b3d0,manual_run_1,2026-06-24 01:00:14.078
7636,7636,7704,20241122,20241206,20241211.0,2024-11-22,2024,2434,entregue,DHL,WB160181977BR,14,19.0,5.0,False,1,8150053d5bda1670028b942c0f50b6245a94c5d296beca315f9ee621e48d3f9b,642a01afd93c3f3962ed2bf5d6aefbcc248fa03d46f432da05af70567f01b046,manual_run_1,2026-06-24 01:00:14.078
8543,8543,11098,20240927,20241003,20241007.0,2024-09-27,2024,12753,entregue,JadLog,OY387126766BR,6,10.0,4.0,False,1,8f9f0be512b47b52d541d56b0fa6760d3128914de099acddfaf962d6d2b49038,5c6b3720d1d656460e63b2fb90d1bcc85485aacd141e5e762ce654c30308f561,manual_run_1,2026-06-24 01:00:14.078
8773,8773,9298,20240917,20241001,,2024-09-17,2024,5195,em_transito,Latam Cargo,XQ504641277BR,14,,,,1,b7cbc28208e8e21c5fb5e54038b752b47dbee102454b273e773847e7f8347106,c7cb03a0184b6b59bd1933de1eb2c813ea0984d22cad9b7a6fb2f8596e0889c2,manual_run_1,2026-06-24 01:00:14.078
9271,9271,9297,20240110,20240128,20240202.0,2024-01-10,2024,12194,entregue,JadLog,WP770782181BR,18,23.0,5.0,False,1,73c6b96a6928f9f66a8f011484dd039b184baea75cb1de7e24a30e8e457d3d6c,d335f7be83babd9bc16740ec295b1caf33ec2241adb015933868e2dc6e7d63ec,manual_run_1,2026-06-24 01:00:14.078
10374,10374,3198,20241019,20241101,20241030.0,2024-10-19,2024,883,entregue,Loggi,RW049035042BR,13,11.0,0.0,True,1,0bc1f4eef1c262d2271c7b5015434d3dda9471b64cc537b326fa3f9f8a70cadd,d0f2818cacf915630624dc454bf1c2b56876040b300c6c47d4fd653127817767,manual_run_1,2026-06-24 01:00:14.078
11400,11400,1574,20240609,20240622,,2024-06-09,2024,441,pendente,Loggi,QC150063500BR,13,,,,1,92a6dab42b28eac4b91b802993273aa7e52b6da19f4f5cd811ddf6d062e0273f,5f957bb1f8fb6bb238c1a2d812aae173990c3ec50e7625805419c1abccd328d8,manual_run_1,2026-06-24 01:00:14.078
11482,11482,11330,20240416,20240424,20240424.0,2024-04-16,2024,12281,entregue,DHL,PH957135743BR,8,8.0,0.0,True,1,6482eab3e3937ad9e531844c3856b76429f330f1fc3892f448cd89ead5606112,5f982915aa863849c495f205f8d47de17b6c2889a86e947ae22f16c56b5a50f2,manual_run_1,2026-06-24 01:00:14.078
12359,12359,7872,20240429,20240516,20240516.0,2024-04-29,2024,2412,entregue,FedEx,VZ748317801BR,17,17.0,0.0,True,1,24a2de73f63dfdfa8d7bd2c69d2e4b41b1d086eb28e8c7f781fae0222e97554f,7256491f868889087a85512e87a3aef2b1e165a71fc2e7617b4467ace61cb5e9,manual_run_1,2026-06-24 01:00:14.078
12465,12465,13435,20240812,20240816,,2024-08-12,2024,13647,em_transito,FedEx,HO814333699BR,4,,,,1,a7d855792a50c915879b8666a052640d14959856b6ff1589a4f5dee1f18bd368,c8527e7beb9e7660da652928bce37a63ab2c4cb577fec18595dac8ec9c0350ba,manual_run_1,2026-06-24 01:00:14.078
13398,13398,7748,20240205,20240216,20240217.0,2024-02-05,2024,14031,entregue,FedEx,TU101458935BR,11,12.0,1.0,False,1,3d7a91e270859f2626890169e328884ea094afec401d9d4e7482111710590974,8ac8b383073c8676673a7a50ff40d61d30ec760456653a167829f0470edae522,manual_run_1,2026-06-24 01:00:14.078
13515,13515,11210,20240916,20240929,20240928.0,2024-09-16,2024,1638,entregue,Correios,BO969222499BR,13,12.0,0.0,True,1,a98aef310b684b5871e3d6c6c4f301dafb7dfab6e45a3ed578479927ba49f399,baf648ee7967fcaa3c70cc6363eaf8e16bd340e19ad8d452b1d88b4133400259,manual_run_1,2026-06-24 01:00:14.078
13551,13551,12415,20240304,20240312,20240321.0,2024-03-04,2024,2209,devolvido,Azul Cargo,OQ411810543BR,8,17.0,9.0,False,1,2b2c1830aadf4cad6553e0b9c2d4d7ea2336d5b3435064a2fafcdc6cea689f0e,25240cddbc8934c2eca0ee313792d9e227fde53542cb62e32f55d67cb5dd8dd0,manual_run_1,2026-06-24 01:00:14.078
2087,2087,2836,20240103,20240113,20240117.0,2024-01-03,2024,9667,entregue,DHL,VK248858148BR,10,14.0,4.0,False,1,108f161a824354b38c50e8f869c75599aa16bb9839311c907f91f3dabe7d033b,c4d9e7b079d47a2bfd710405e4956ea97f755de49fe199c58ad035ffdbffdab9,manual_run_1,2026-06-24 01:00:14.078
2316,2316,3528,20240902,20240918,20240920.0,2024-09-02,2024,6438,entregue,JadLog,DG899329748BR,16,18.0,2.0,False,1,abef2e33b2a4dcfafde93bc1c0dbaaa6d5499ac0f71100f3bb5399fa28f0648e,6331df5a04617a8974b11ea49ab8cd3c61f02c741d28cd60fc90d0bdde761a80,manual_run_1,2026-06-24 01:00:14.078
3547,3547,9119,20240729,20240818,20240817.0,2024-07-29,2024,14577,entregue,FedEx,ID807588780BR,20,19.0,0.0,True,1,b24382d896c5b896f0a38a2f24adbe98b810afe1c1710ea77f43e6f851302ff7,064f7a61b816afc2ea5ad224163b980aeaaa5670cf0ccf5f39b0915134c2a9b5,manual_run_1,2026-06-24 01:00:14.078
3586,3586,9050,20240303,20240322,,2024-03-03,2024,8167,em_transito,Correios,JP793279599BR,19,,,,1,399a20cc45023b7521077444fd41e345a5fd336cee76e2f8ffc662a8149e3b01,de45506a2d4d265b2f0ea1f1d623ceeecf6295e9ce0efbc9a8bc0eb637461569,manual_run_1,2026-06-24 01:00:14.078
3631,3631,12566,20240809,20240824,20240829.0,2024-08-09,2024,10852,entregue,FedEx,TN485066233BR,15,20.0,5.0,False,1,79113be120c11a08a9061dcb4e96757a82378b0f5fc116a4e583ed5c5e6193c0,c2c67e3c0bbfae7b8a394e3f48311dd07190b6c6e46b39450505b90d1aaf4e51,manual_run_1,2026-06-24 01:00:14.078
3854,3854,4524,20240616,20240705,20240704.0,2024-06-16,2024,14819,entregue,Latam Cargo,IC594029470BR,19,18.0,0.0,True,1,b5713bad2b6dc4ef2be0f6bed9518fd04f0f937fd64d39a7638016d603692481,bfeb9852fa493436510c332a6e1d8ed0ac94890d2991a73464cb058b404a5701,manual_run_1,2026-06-24 01:00:14.078
4045,4045,2698,20240523,20240527,,2024-05-23,2024,6189,em_transito,Latam Cargo,QG008558910BR,4,,,,1,638bd9b8cb1148a2b9bd0aa29396afcf228887641d925c680003110488b0a93f,dc661cf85375efae631dd2e5b3fdb9095bc312fd5304ba7b83c4c22808993f38,manual_run_1,2026-06-24 01:00:14.078
4171,4171,8461,20241117,20241123,20241125.0,2024-11-17,2024,2567,entregue,JadLog,BT090886039BR,6,8.0,2.0,False,1,07834d20ff8f2193e9b77e28ad7d4a6f3bde17d00b873dded5caefce8b6178dd,c698c1d8105af3d62bf2d2752b3f0c5a900c951f0d521d6e9b21f8a059897e7d,manual_run_1,2026-06-24 01:00:14.078
4306,4306,8122,20240116,20240127,20240210.0,2024-01-16,2024,6190,devolvido,Correios,TN643926379BR,11,25.0,14.0,False,1,57b2db152e49dd8a9f2e0073f8f0485d64b37c628d7de4cb7a3396dc6ccd73df,0a95d56de1e9a6909f22767afdbcd952c661a77d28eb060979e0c8ef01c11e7c,manual_run_1,2026-06-24 01:00:14.078
518,518,2943,20240131,20240220,20240229.0,2024-01-31,2024,2654,devolvido,Total Express,CB655319171BR,20,29.0,9.0,False,1,6a80cba64d035546596f5ec396b4eca0a682cd3d93ddf551aded9a113144568d,86ea76ed22d3e6546c87214f1d67d0b699f8475583abe861907153f0120bf41f,manual_run_1,2026-06-24 01:00:14.078
7055,7055,12794,20240903,20240909,20240913.0,2024-09-03,2024,2993,entregue,Azul Cargo,WZ675888164BR,6,10.0,4.0,False,1,21b3426f63fdc6dddbd95593ff265c54ebcdfabc4c02614a03602ae2c4f0d10b,1c9944a2133d6600bb29720b3c818733b71de2ed67d847ee41c1edb8290091a2,manual_run_1,2026-06-24 01:00:14.078
721,721,4259,20241208,20241220,,2024-12-08,2024,8721,em_transito,Latam Cargo,HE018673727BR,12,,,,1,5f7996896d64b6c5a3cb09e1148e551dcbfc2630580ea39e2a43047ed3a739e7,a193d09d9d36a131cfff96e5fdc332cbd5ef0fb70762937264fdd4da4958e9a0,manual_run_1,2026-06-24 01:00:14.078
