pagamento_key,id_pagamento,id_pedido,data_key,data_pagamento,ano,cliente_key,forma_pagamento,status_pagamento,valor,valor_aprovado,parcelas,quantidade_pagamentos,cliente_sk,_gold_record_hash,_gold_airflow_run_id,_gold_processed_at
2094,2094,11761,20251006,2025-10-06,2025,3973,cartao_debito,aprovado,1428.99,1428.99,1,1,aa34ad484375bc25edc4055dc8f0b083edd3bef3f723c6a1f45ddab4aff75d51,90e0452851ae2a92865e16fd5565c2442a01a42dbf2ccf1c14b712cb0e57a3a0,manual_run_1,2026-06-24 01:00:04.939
2067,2067,12761,20250615,2025-06-15,2025,11430,cartao_credito,aprovado,1138.66,1138.66,1,1,d50acb89294f44d819d1364788228675444e4e914392bb65bbca7da54aed8b7a,67a4cbe5ac4e3dae60a807bb3e57a1ac2d365013a148ab065b19a7156cbddca4,manual_run_1,2026-06-24 01:00:04.939
3168,3168,13112,20250115,2025-01-15,2025,11681,pix,aprovado,1365.56,1365.56,1,1,9782dcb6b4719f11dc1d66ef17c6e30a40aa298f80c9c4f11573506e9d9e7ea1,12d4bd659a3b50c8dc02ee30bdc1954c48c0ff566388682613711ad7541750eb,manual_run_1,2026-06-24 01:00:04.939
5608,5608,13258,20251230,2025-12-30,2025,3981,cartao_credito,aprovado,1829.23,1829.23,6,1,90eddd7f595925ce9939f63b94744eb224f99502f145f155d4888952b1c74582,aebc503245512a692b8e53a309adf7b49c4c4bd01a958f1c432692d3daa9fa26,manual_run_1,2026-06-24 01:00:04.939
9442,9442,14143,20250222,2025-02-22,2025,4554,cartao_debito,aprovado,2925.59,2925.59,1,1,34bcf1a5e27b337e7a774276753e6256f5a519bd8a8c59165ffba4e12d00f79c,e834ca5cdf54ee1a0d397652a035b8f72408f0cb9c2b0090f0e20c47e41ef330,manual_run_1,2026-06-24 01:00:04.939
2873,2873,14848,20250105,2025-01-05,2025,12535,pix,aprovado,1974.63,1974.63,1,1,a0cf7eb4fba7f60f68a9ddef5a3ff8a4de21e10d7e32b8c5def31aef0f50f017,86807b65f4c04a3d0dfb77a34a6eaee3e496d1117cc9aadd2573c33cc77f4adb,manual_run_1,2026-06-24 01:00:04.939
6818,6818,14941,20250723,2025-07-23,2025,13203,pix,aprovado,640.73,640.73,1,1,51ffe28e0e71dbf6f5f779f48a235f887b20e1ce5a89ea272441a28c17056090,8d07be7b595d03bdeadbf9dfc130e698d88cd24ed14a3eb9dbc017b1f040abcc,manual_run_1,2026-06-24 01:00:04.939
1363,1363,2007,20250604,2025-06-04,2025,9639,cartao_credito,aprovado,714.15,714.15,12,1,8bb1a5565ad0ac6e5f1efafe3444714ae0cfcf1f96a038cba16e6dfcf49895b2,7eb4b1316531eb19d258fddb38f7bd83e80feabcee9a0a54fb5ec77a44269841,manual_run_1,2026-06-24 01:00:04.939
761,761,2775,20250804,2025-08-04,2025,1372,pix,aprovado,2092.17,2092.17,1,1,16d58f8729534c15e24326d3239142d89428ba5950fc1c2323e9c844e7443c93,b3437f5b3728def77122dc20cc8db79b69b616a2eb54fba5d7fc64ba1eacc3ee,manual_run_1,2026-06-24 01:00:04.939
1385,1385,3352,20250401,2025-04-01,2025,7111,cartao_credito,aprovado,482.75,482.75,4,1,a947f70d628e3027d4d07bdf2ed41b741f9f579d948bcee5f8ab81ed49d6268d,7a3751544fe12e873b6556af01bf615ce723da9f7959e25203b45b21f2d9dd55,manual_run_1,2026-06-24 01:00:04.939
939,939,5605,20250410,2025-04-10,2025,1710,cartao_credito,aprovado,2665.77,2665.77,1,1,6d469541d6a7c935ea5f4ab765fecab90c5701ba457802356bccdae685bc9df7,cbe85cf3c6faa8b0c80d5cb30715887fff4cc5dd34640afad54317662a4422bf,manual_run_1,2026-06-24 01:00:04.939
4110,4110,7052,20250524,2025-05-24,2025,12496,cartao_credito,aprovado,2155.1,2155.1,8,1,c3e65295d3f25098b4efa46324d639d7d3c54a1bc5680827c610093b030ae9cb,fbebd23c1b780fd1821511b8474a45e040e9cf7842524e5caea14f478e88c2b9,manual_run_1,2026-06-24 01:00:04.939
13926,13926,8907,20250103,2025-01-03,2025,10369,cartao_credito,aprovado,1509.12,1509.12,10,1,2656f8296162fcfc3721067b905cbf92660b0c58d908eee60eaf16b14d4725a8,1cd4cf18447717c3ae40fdd466a0fe2db85f03c8b5bb4631fd56c793a07f42ff,manual_run_1,2026-06-24 01:00:04.939
12095,12095,9535,20251204,2025-12-04,2025,10845,pix,aprovado,2431.34,2431.34,1,1,23f1b8336a70fddd50cb629cad0b60bb6d1a0a28a82ff0aa87b60b31184c6d14,959a86298557e1a1a8ed4f3af8fcfde4a9830240ac55f510fc735712ccb5240b,manual_run_1,2026-06-24 01:00:04.939
10187,10187,9994,20250825,2025-08-25,2025,14185,pix,aprovado,518.46,518.46,1,1,b64cc7bf743c9ce4938f6737052c2a545d3f0c83099dff25b79e69a9a1aa150b,cecf350b0b6747396d21c9ac3cf89c7ea88082e72ae10efb84a5c94047545236,manual_run_1,2026-06-24 01:00:04.939
3634,3634,10425,20250121,2025-01-21,2025,1737,pix,aprovado,2259.52,2259.52,1,1,c832b2f0c2c92eb5922491776cd3ef91ef473866861d9b9acaaacf5912cb08f6,4dee1fbf0ad85d5a9fc238dfff4dcd37d2518572b241dc8905413af9d6836f6b,manual_run_1,2026-06-24 01:00:04.939
6515,6515,10473,20250901,2025-09-01,2025,6675,boleto,aprovado,2815.4,2815.4,1,1,32d9449c366b4f3384d0a5b98207dfbad2f911f6acf6239a9a68feafad270ac1,4748635848a7406a93fc1f5a89dc951a8081fc2aceede6a99a9ad71fd130d794,manual_run_1,2026-06-24 01:00:04.939
190,190,10546,20251022,2025-10-22,2025,4945,pix,aprovado,1822.23,1822.23,1,1,4f64fdfebb706884ce33e68dcd1c10eb12ebd80d5aede4276a2a438f27fbbb0c,0113609eb650ebb31939b7e275edd689014a552c9091414cfef964537970ff6d,manual_run_1,2026-06-24 01:00:04.939
11466,11466,10615,20251214,2025-12-14,2025,10260,cartao_credito,aprovado,1190.83,1190.83,11,1,41ceb49c2a772054e31e214b49211cc58e90350f345c0b9d9b56b456a2ad5041,817f9979bc5d63b43d4f3614a23a8ccb7e2beb471946fa1086a652fda24f26e5,manual_run_1,2026-06-24 01:00:04.939
14062,14062,12743,20250725,2025-07-25,2025,1232,cartao_debito,aprovado,2893.19,2893.19,1,1,b6fc5dd90182d3a543889efc8a714ff2ed50bf7ba58e88e5523c0e8d55d6a3d5,86262778fc1a2ddc065e6d0ae16efb86000d77cdd8c52ae1c58ea75a7b5bc961,manual_run_1,2026-06-24 01:00:04.939
2900,2900,13303,20250223,2025-02-23,2025,13089,boleto,aprovado,1786.37,1786.37,1,1,10cafa14ce4b2b7ab522ad8d12dd9b77da4c78a755b663b42503abf3aa5cf7df,34f330da9e32c266a234064eaf216f556a0c5e8e71d32416b33869d769a1e949,manual_run_1,2026-06-24 01:00:04.939
8911,8911,13571,20251111,2025-11-11,2025,11393,cartao_credito,aprovado,302.16,302.16,11,1,77c441d328312639069633ae152e78335fca08e1a5f99c5dbff323b2dd3de938,c7bbdd90ec581b6fb1fe4d336b0ce4898ed1034d3e84703823019e9d523cc9d6,manual_run_1,2026-06-24 01:00:04.939
8740,8740,14230,20250223,2025-02-23,2025,12499,cartao_debito,aprovado,2847.32,2847.32,1,1,b429811458fef72964118e15ef7620a9949afa0644457a902d1879cd32b2caa0,d374c1894a34179a31beb5cda8b0336a2c8e2bd8199f49060c8b6d3624c5ef03,manual_run_1,2026-06-24 01:00:04.939
391,391,14420,20250210,2025-02-10,2025,9713,cartao_credito,aprovado,1916.26,1916.26,9,1,f8a858ba0f6552de58cbeba01b6b90f27b92cb56ee98e720e24bbd41b40f10f2,291791052de362481ddb91452ad5ee70a2aa058672c4fed1b85c1c3339548bd5,manual_run_1,2026-06-24 01:00:04.939
8491,8491,14748,20250609,2025-06-09,2025,3672,pix,aprovado,889.0,889.0,1,1,d1a23179f0f13bd204277c5a4ba99b0a4cac5f58dbfdc3d444be3abf3df01e71,9ff4f07d3534f978fd1b7ae5317b8923bb2c39548ae14c76b4408e67d61d3190,manual_run_1,2026-06-24 01:00:04.939
10714,10714,285,20251109,2025-11-09,2025,14095,cartao_credito,aprovado,1580.65,1580.65,6,1,9cf2b6b80be29b7687020a4ac032af4cac74a1d6b0f69ea612a930cd7e331d20,e2c4e0a11337ac52a70b49fa03a98d56131602fde89c8e8079df8a12f703f611,manual_run_1,2026-06-24 01:00:04.939
265,265,1247,20250121,2025-01-21,2025,14788,cartao_credito,aprovado,672.81,672.81,8,1,57084e1029f9812ad4b6657fc315aed9c47563125469247a77825f809066faca,c40159c3bf061173a192e5a121fed0d8becf71ad4a4d838e377f9f32986d2ffd,manual_run_1,2026-06-24 01:00:04.939
8812,8812,1616,20250214,2025-02-14,2025,9095,cartao_credito,aprovado,485.65,485.65,7,1,7d8769f72dab8d1a595f54c6f013443d705e563c0ff2ab3bad118d77fd81fbbb,6303a0d790921957bcf221d216d3e22d95e1a6127a71913f71e6e205c254555a,manual_run_1,2026-06-24 01:00:04.939
7784,7784,1834,20250928,2025-09-28,2025,6430,cartao_credito,aprovado,2123.91,2123.91,10,1,51654b5ba76e36446a5b35b91d81af0c690c65f7d72ef1e04155bbcb86738d86,19e155331990d93563664d20230a093b6a69a4ee784a2c7afb3d5bffecc4bd3f,manual_run_1,2026-06-24 01:00:04.939
11205,11205,2000,20250323,2025-03-23,2025,9380,pix,aprovado,278.33,278.33,1,1,e79d37e65d132121b3828a03402438c2c10d992643f7c9d2e84e32be9fd279e1,70a6839fb2a9bbdf264629f33827e3fadd5db6b7b1b60599d84c8ee0a491caeb,manual_run_1,2026-06-24 01:00:04.939
13605,13605,2387,20250906,2025-09-06,2025,1911,cartao_debito,aprovado,369.37,369.37,1,1,d98a33214a00776d61871d9b7cc6483cea4f74c9821086ec15c3341931f20016,ab77170d47927b227c460aef130c5b501e833120ca017cfe2aef45d78a7c858d,manual_run_1,2026-06-24 01:00:04.939
2225,2225,4156,20250307,2025-03-07,2025,154,cartao_credito,aprovado,1025.2,1025.2,11,1,d87601466ce473d584a8817930992a033355e382b1ef3a804e34cf2abb26f111,d794a2ea3532cfaa70d807f2635d066075d678ddbc7477bebbc2335eff4db4cc,manual_run_1,2026-06-24 01:00:04.939
10709,10709,7276,20250617,2025-06-17,2025,441,cartao_credito,aprovado,1944.56,1944.56,1,1,92a6dab42b28eac4b91b802993273aa7e52b6da19f4f5cd811ddf6d062e0273f,c741798b10e7eb1fc6253a610a38d0f744522ae390d446f3a4023a0b46f6de66,manual_run_1,2026-06-24 01:00:04.939
13628,13628,7423,20250628,2025-06-28,2025,7844,cartao_credito,aprovado,2586.79,2586.79,7,1,11ef91b24f94ad9b445e94443b8bc7016323b6b83acdfbd424530e03b4211d16,9232d8396896eec7e1db6043b7d418539bc6909b6ff71cd25eed3dc1b55f8a0b,manual_run_1,2026-06-24 01:00:04.939
13713,13713,7480,20250809,2025-08-09,2025,1397,cartao_debito,aprovado,1496.72,1496.72,1,1,c735c6f9fdcf7787429912766daa0d19904f31e4b24bd2b6089878985be2c10a,9368e2c4e26caada6fe204d5a10ecc1357e41ab8c4cc6b75925a30e173f7d901,manual_run_1,2026-06-24 01:00:04.939
6895,6895,8030,20251215,2025-12-15,2025,288,pix,aprovado,800.84,800.84,1,1,810e38625e66b5432aa0994077fadc372be695b490089ea83caa93cf906693d5,42d779b0f719b2b8b10054feab35e461ceb0fb52c25d4f200ec5eb2f0ecfab45,manual_run_1,2026-06-24 01:00:04.939
14187,14187,8358,20250224,2025-02-24,2025,12146,cartao_debito,aprovado,287.51,287.51,1,1,9650e86567ce2f7347850bdf2b681a2e21f02605c877d8384c37a5f5f16dc083,80b4bc67411a1760a78e4d41b07ca92da7e6261e71b2f1de47c6d99c0e4ec92b,manual_run_1,2026-06-24 01:00:04.939
4568,4568,8463,20251227,2025-12-27,2025,7172,pix,aprovado,1131.62,1131.62,1,1,1827560b3a4ebe58dfcdaff5e4b8924f3035021725df102f6caa1ee7f8af1c14,037ded433a97e74e4249d0ef62a2371d6b55df2ed46c2e469497dafa7b5673cd,manual_run_1,2026-06-24 01:00:04.939
5780,5780,9697,20251203,2025-12-03,2025,6543,cartao_credito,aprovado,2457.75,2457.75,8,1,efe765641a64290aa499e81b66b19731b7f778f572c5acc16a91014658f1b441,d68a0e5c210506af0cd2c6f09efff121a3bc02452312251ca3ddc23195531867,manual_run_1,2026-06-24 01:00:04.939
6367,6367,11073,20251219,2025-12-19,2025,5298,boleto,aprovado,2283.53,2283.53,1,1,7593d759338a5c3bce181c8cf2c46b15c703730868d0a5b578ebe1c42e8ffcac,23fa0bbabc1b3efbeb544ac4af1e92ce219431af9a6a99c262aed90b85bc5330,manual_run_1,2026-06-24 01:00:04.939
107,107,11366,20250904,2025-09-04,2025,5696,cartao_debito,aprovado,1891.07,1891.07,1,1,ee0feb72ed70cc56b45f2a810447ed9af90865b5d0cf6336851cd0e66879bb6c,81792e18f97fb4941d2374337b76672a45dd05169dc830c56a5be026ac053ff2,manual_run_1,2026-06-24 01:00:04.939
8850,8850,11760,20250407,2025-04-07,2025,13061,cartao_credito,aprovado,624.24,624.24,8,1,836a623efdd91c9679e1c69a2bcf23013c4ff358605cbcf092b872ce523291a0,25171918fd543fcea610225f521cbd966901e896d14763056779f6748070ecf5,manual_run_1,2026-06-24 01:00:04.939
6267,6267,12777,20251029,2025-10-29,2025,984,boleto,aprovado,1139.97,1139.97,1,1,505393757b2d270b06fbe8b5b14c578d03d066af1236adb544be39f9eb4913d0,3787df0d3832dd88f67213ae7be63198a0a34a372fddb5c220c49fca3c45889d,manual_run_1,2026-06-24 01:00:04.939
1115,1115,13747,20251015,2025-10-15,2025,5307,cartao_debito,aprovado,2155.46,2155.46,1,1,e66ae71926ac41815c8a01d4adc92936212e45ad85f42a910ed7d56f11daefb1,590576184ad1a0ece0c73f92a73a66e3e0cf4d9de8b493fc811e4d891d849ee8,manual_run_1,2026-06-24 01:00:04.939
11072,11072,13816,20250217,2025-02-17,2025,6546,pix,aprovado,728.09,728.09,1,1,0494070673201a37d71f74440d7e4d5277fc4321557d8ba0fda1294ee80700d2,aa18be86e3c45ee7a714da0f7dd3e70f8d5af0159e80f02f129b383bf44ca497,manual_run_1,2026-06-24 01:00:04.939
6042,6042,14371,20251103,2025-11-03,2025,10449,cartao_debito,aprovado,2838.31,2838.31,1,1,32d8ca86cb7220ad8412c48581d3dfb290b9b0554e66cba9aa4b529a3ce56d4e,009ea53f33026f9c134d83e3ab041965b905a546c8eaaa387e8f9d14e2912be3,manual_run_1,2026-06-24 01:00:04.939
9774,9774,14765,20250920,2025-09-20,2025,12201,cartao_credito,aprovado,997.25,997.25,2,1,6fb3e44716bba70ed5656f0bc9f57f0126bd8f86f44b82b84d557c896096233e,65008212838ab8564cbe002828311960528c95a4f017baedd393ccad25a2e127,manual_run_1,2026-06-24 01:00:04.939
8642,8642,1383,20250323,2025-03-23,2025,10221,cartao_credito,aprovado,1563.31,1563.31,12,1,30a8e3fe899dc2e9f0d3210308ec1657b9ddbbdca84d6aa0291d6581d9bc33c7,f4b7c4840b2ce9710ee137851ee0591c56d1780bcb8f76c0916d8f4a7aca5d5d,manual_run_1,2026-06-24 01:00:04.939
12231,12231,1459,20250225,2025-02-25,2025,12091,boleto,aprovado,387.38,387.38,1,1,25d4fd35111c1f496e299fa2e3cb015b5b95e806b0752e7cb33d48a637bed604,0e903ecd9d8411266d12020f7a4cb87d96606aa143897dfc40ae1507c08077a5,manual_run_1,2026-06-24 01:00:04.939
12789,12789,1680,20250322,2025-03-22,2025,7068,boleto,aprovado,1626.24,1626.24,1,1,84ce76f1f6fd1a1b4cd5689ce32b990f0cb18a1da5fcc8c131a5f9bcf681f361,18725ec20d91f90959feafbeccdf2a9edd601a56d6848f6b41663401131e2613,manual_run_1,2026-06-24 01:00:04.939
7670,7670,1874,20251014,2025-10-14,2025,6993,boleto,aprovado,2191.59,2191.59,1,1,9dc1b973d0d119af5c61a00d07ab7c130e17ec5d1ad4012f96001611ee195bfa,74b1c15ebe0709ea09a04385a517c5b2374d40376139c688323ac1b8d769fe59,manual_run_1,2026-06-24 01:00:04.939
8340,8340,5359,20250125,2025-01-25,2025,1600,cartao_credito,aprovado,343.25,343.25,11,1,658be5345bf1464b74c04a4b9d33189957581be53f19bcc8779169e48f20591e,ad1a2476e5523a78700b3af191aba6feeacb782665e194832d36c63214805c05,manual_run_1,2026-06-24 01:00:04.939
12736,12736,6301,20250324,2025-03-24,2025,6335,boleto,aprovado,1581.46,1581.46,1,1,f3b585b4e699822fada98e504a228bb7244a22a43c05f6624c49afbbe1f67999,27359a86371828b12b449f164ba989d527ce6f1ef225ec510b8c3f06c309e759,manual_run_1,2026-06-24 01:00:04.939
1196,1196,6482,20250207,2025-02-07,2025,13821,boleto,aprovado,2013.28,2013.28,1,1,8e960a15997b621609c17efa814fb770c570a8ba9f7045ca8a8e1906db7c3b21,f460196d8fbaf9a6e7b6280086665c7f09df9dd1667e3e908bf9aa455d7ef78b,manual_run_1,2026-06-24 01:00:04.939
14822,14822,6598,20250604,2025-06-04,2025,10974,cartao_credito,aprovado,709.71,709.71,5,1,85d8b61c7e0b6c606fb71bb1b76e7648057dc6aae39b66f273dbecac82cbfb55,2841d0f5ccd3ecf4f3fa3df9f0e27ddb4125ac00ab170fa21e90af4c3f82d4c7,manual_run_1,2026-06-24 01:00:04.939
7761,7761,7338,20250416,2025-04-16,2025,5335,pix,aprovado,698.42,698.42,1,1,548a10478dae1b91d0d1f4da7f54c5df8fb98eb475b66bb85679e242c760dd0c,1d5aea6ef3cd042ebc13ca603d9837315539e009db37bc2b3a117d0de270c1cd,manual_run_1,2026-06-24 01:00:04.939
14594,14594,7559,20250427,2025-04-27,2025,7150,cartao_credito,aprovado,1043.41,1043.41,8,1,bc344dddb10c2fea95f76aafa9cf6a04153d4578752aecb3a5952ede16ef0d5e,0c6cff885abfd23d91dbdfd1fcdb3d5a7006b5293091f13cbc34626b24d1d336,manual_run_1,2026-06-24 01:00:04.939
9260,9260,9315,20250710,2025-07-10,2025,10646,cartao_credito,aprovado,1518.54,1518.54,7,1,208465e8e953953e1e6b4ccc159f7b5a2340b72545701c71fa45f93b67f8e254,210f1314c5fb56855fad9789226767e310bc1929e43f46b555c44fa516d5e957,manual_run_1,2026-06-24 01:00:04.939
3519,3519,10484,20250322,2025-03-22,2025,10043,pix,aprovado,451.59,451.59,1,1,6e493f247013a1476ab170e3058584d6892fac5d512bb00fabec7b8ccd76476b,f7bf3b21fb1d5d2b4aa2a832da9577770408e7076e2d4a7767f14a6b4ed00ab8,manual_run_1,2026-06-24 01:00:04.939
7502,7502,11266,20251222,2025-12-22,2025,2012,cartao_credito,aprovado,1313.16,1313.16,2,1,2441160913e808a1193257b985b23b3281bcaecd08a75c3f3ec880313c60cde7,1c850bffd137666a8181ba8ca3fedc6d0a4641b0cf1919859e2eb062ef4bf419,manual_run_1,2026-06-24 01:00:04.939
13009,13009,12330,20250820,2025-08-20,2025,9351,cartao_debito,aprovado,864.28,864.28,1,1,02a5f2449ee3d8443e5a01bacf352eee346ffdaabe16b759d913be2eaf6d25fe,b4fa793a8bda433b295d1e60d0cb4c79d19299568a87f396e39ee93b1ad3b6a8,manual_run_1,2026-06-24 01:00:04.939
5726,5726,283,20250310,2025-03-10,2025,14572,cartao_debito,aprovado,2761.93,2761.93,1,1,0aed90a633a95f2f7a8b9c1912291992afd11bc87b76fe2b42e9348d2912c2a4,38ac3c5abdc8f4670c13d4f454b72da4267dfcfbdef42029abde76f4713f095d,manual_run_1,2026-06-24 01:00:04.939
1659,1659,715,20250514,2025-05-14,2025,13916,cartao_debito,aprovado,2586.68,2586.68,1,1,90ec4eb9720ac174533cd01fb32935c1c505c9a12d8e4fa31eaf84049c1c4d92,5cff4cea947c4b58d203b05a0a38d50f2f2e65f96ba051c70a2f1b713f4cca7e,manual_run_1,2026-06-24 01:00:04.939
5681,5681,1572,20251111,2025-11-11,2025,11163,cartao_credito,aprovado,671.11,671.11,8,1,98fdfd113094fb80cb2e3e709e271eb6f41ca424234a756776862d23ceac7432,d5a567516d50712d530019b7aba9f8621d6f626fdbd4588d322a9fc8d0a7dba7,manual_run_1,2026-06-24 01:00:04.939
11582,11582,1772,20250622,2025-06-22,2025,11676,cartao_credito,aprovado,1689.98,1689.98,8,1,e53814bb336bd9cc6271b100b795c1204edd6b693666aa4a31c7bd6297f19876,8b1027b388bc06e90ec8eefbd62f85417fbd585e361e1a8ff5ba5ca5d66712b0,manual_run_1,2026-06-24 01:00:04.939
9199,9199,1977,20251218,2025-12-18,2025,5346,pix,aprovado,2752.19,2752.19,1,1,a4f7919fbba976f3196dc1e6982dd3e3292b5770fb4bb8ebcd81a8f8d8f6f329,8a0c7d61c1fb4a581ed450db70c03355b1f047fc89c7a62fdca7c7ae32a5a01f,manual_run_1,2026-06-24 01:00:04.939
7342,7342,2580,20250807,2025-08-07,2025,5483,cartao_credito,aprovado,648.91,648.91,5,1,ecd4ca86cf014d4f0fb94aaf4060963fd89f5f82d61a892850f80ad22a4bb3c0,e4e57c24b281ce3cc24d95d3b71ff4cfb4cafd058470a01a1a09bf09e13b70df,manual_run_1,2026-06-24 01:00:04.939
7712,7712,3332,20250719,2025-07-19,2025,7624,cartao_credito,aprovado,975.33,975.33,4,1,35e999e8f02f617b7b21c4c036f6b19be6cc1515a1d2738e3c7bc602a0489f88,37324b5b2578ce9c9e94b85dc5549de84a007226f3be0b71499635a65d0ffae6,manual_run_1,2026-06-24 01:00:04.939
2869,2869,3547,20251225,2025-12-25,2025,13580,pix,aprovado,718.53,718.53,1,1,c4df404ee95c3cb99b3eae4b8e512bfb3959304653363fb96530424b95ed031b,fd911f71e9c0ee2e64f2b55db61a79d682f0b9ba4db601a2dc3d6dada9ddf2fd,manual_run_1,2026-06-24 01:00:04.939
6179,6179,3709,20250426,2025-04-26,2025,9914,pix,aprovado,1057.12,1057.12,1,1,6ac9dd33d224909210cbc579b173269601e796af383a9c66f0dbcf143292cb34,c3c9af2c72b7fe622af68d2461e22c4aacdf6f65df8190c32924753d07eb04cc,manual_run_1,2026-06-24 01:00:04.939
10465,10465,4736,20250330,2025-03-30,2025,8765,cartao_credito,aprovado,2923.79,2923.79,5,1,c87eb34142d8eb399e18a4c43eb8a8344970567c5b56c85cc0c1c78bc1ea2f6d,99eec146b901700e3a2486e32c36f76a9fc60ae0c7d3d89884ae61fcfcdcfae2,manual_run_1,2026-06-24 01:00:04.939
4812,4812,4944,20250122,2025-01-22,2025,2226,cartao_debito,aprovado,1116.7,1116.7,1,1,2c58dbed3f394a18c16445fdb5d8c80ca700a8f39eafcc01ac9f7d63ba209615,a00fdccce83a13fd1e88bdf81bd5ecdaee916cfb23e38a9c7e23aea954785df2,manual_run_1,2026-06-24 01:00:04.939
5844,5844,5340,20250617,2025-06-17,2025,14412,cartao_credito,aprovado,172.63,172.63,1,1,b627c8cae46b0c2909b1d6e6db5177796b6cebfecd19d00ea57e8e42feac85e1,b88af3a92a4061554fe4e9b60fd0304e67d51e1409f37d8e01eb7b419637cbd6,manual_run_1,2026-06-24 01:00:04.939
3713,3713,5656,20250206,2025-02-06,2025,2106,pix,aprovado,1952.66,1952.66,1,1,0729b8a08f2193165338a58bdd529ea57069c7f44b79faead9f2aa12b9c9b5f4,e3aa0060be76a88ec4ea01ff6423d109734576a3f0f8adca1bce3d64da5a94b7,manual_run_1,2026-06-24 01:00:04.939
