id_pagamento,id_pedido,forma_pagamento,status_pagamento,valor,data_pagamento,parcelas,updated_at
115,8293,cartao_credito,aprovado,634.86,2026-02-19T00:00:00,8,2026-05-04T00:00:00
116,5709,cartao_debito,aprovado,328.4,2025-12-30T00:00:00,1,2026-01-06T00:00:00
117,897,cartao_credito,aprovado,2300.08,2023-04-23T00:00:00,1,2026-03-24T00:00:00
118,5839,cartao_credito,aprovado,1933.81,2024-11-06T00:00:00,5,2026-01-25T00:00:00
119,6413,cartao_credito,aprovado,2174.27,2024-11-13T00:00:00,6,2024-11-25T00:00:00
120,10103,cartao_credito,aprovado,2541.24,2024-11-16T00:00:00,4,2026-04-09T00:00:00
121,11038,cartao_credito,recusado,1484.34,2024-11-17T00:00:00,6,2025-12-01T00:00:00
122,4136,cartao_debito,pendente,1939.17,2024-10-19T00:00:00,1,2026-02-21T00:00:00
123,11500,cartao_credito,aprovado,231.66,2025-02-16T00:00:00,12,2025-05-18T00:00:00
124,14244,cartao_credito,aprovado,661.24,2025-12-18T00:00:00,6,2026-02-20T00:00:00
125,2090,pix,aprovado,1305.0,2024-06-13T00:00:00,1,2024-08-12T00:00:00
126,122,cartao_debito,aprovado,1335.58,2023-01-07T00:00:00,1,2024-02-11T00:00:00
127,1863,cartao_credito,aprovado,2918.05,2025-09-29T00:00:00,9,2026-01-18T00:00:00
128,1548,pix,aprovado,1254.42,2023-08-11T00:00:00,1,2025-08-09T00:00:00
129,6785,pix,aprovado,2770.41,2025-01-17T00:00:00,1,2025-08-14T00:00:00
130,5526,cartao_debito,aprovado,80.44,2023-02-01T00:00:00,1,2024-11-23T00:00:00
131,11288,pix,aprovado,1969.61,2025-10-10T00:00:00,1,2026-02-13T00:00:00
132,7740,cartao_credito,aprovado,1638.46,2026-03-26T00:00:00,12,2026-04-20T00:00:00
133,9725,cartao_credito,aprovado,1382.45,2023-09-23T00:00:00,1,2025-04-09T00:00:00
134,8518,cartao_credito,aprovado,639.44,2023-02-23T00:00:00,7,2025-02-14T00:00:00
135,3414,boleto,pendente,2774.63,2025-01-31T00:00:00,1,2025-02-24T00:00:00
136,3563,cartao_debito,aprovado,2236.29,2024-06-10T00:00:00,1,2025-04-20T00:00:00
137,1894,cartao_credito,aprovado,872.27,2025-09-24T00:00:00,9,2026-03-03T00:00:00
138,4638,cartao_debito,aprovado,2037.95,2026-04-27T00:00:00,1,2026-04-30T00:00:00
139,11775,cartao_debito,aprovado,739.39,2025-04-13T00:00:00,1,2025-11-26T00:00:00
140,11897,boleto,recusado,333.84,2023-08-30T00:00:00,1,2024-04-02T00:00:00
141,8244,cartao_credito,aprovado,696.62,2023-08-12T00:00:00,1,2025-01-31T00:00:00
142,7548,cartao_credito,aprovado,1318.27,2023-04-30T00:00:00,11,2023-06-13T00:00:00
143,10082,cartao_credito,aprovado,1507.49,2025-02-09T00:00:00,2,2025-11-03T00:00:00
144,13065,cartao_credito,aprovado,1283.94,2023-07-23T00:00:00,10,2024-06-16T00:00:00
145,13981,cartao_credito,aprovado,246.43,2023-03-03T00:00:00,12,2025-04-21T00:00:00
146,6960,cartao_credito,aprovado,2647.91,2025-07-21T00:00:00,10,2026-04-28T00:00:00
147,981,cartao_debito,aprovado,2538.54,2023-01-29T00:00:00,1,2024-11-21T00:00:00
148,13958,boleto,aprovado,2039.45,2024-05-02T00:00:00,1,2026-02-24T00:00:00
149,9151,pix,aprovado,261.44,2024-09-11T00:00:00,1,2025-03-10T00:00:00
150,12896,cartao_credito,aprovado,905.16,2025-01-27T00:00:00,11,2025-10-01T00:00:00
151,14082,cartao_credito,aprovado,2944.25,2024-11-04T00:00:00,10,2025-08-27T00:00:00
152,11391,cartao_credito,aprovado,2998.92,2023-10-30T00:00:00,3,2024-09-15T00:00:00
153,12766,cartao_debito,aprovado,2558.94,2024-07-26T00:00:00,1,2025-06-17T00:00:00
154,2789,pix,recusado,1684.54,2023-04-05T00:00:00,1,2023-10-04T00:00:00
155,4186,cartao_debito,aprovado,1980.43,2024-09-25T00:00:00,1,2026-02-07T00:00:00
156,4398,cartao_debito,pendente,1318.18,2024-12-22T00:00:00,1,2025-03-02T00:00:00
157,3614,cartao_debito,aprovado,2431.47,2025-06-15T00:00:00,1,2025-10-16T00:00:00
158,10684,boleto,aprovado,742.42,2024-06-12T00:00:00,1,2026-05-22T00:00:00
159,11266,cartao_credito,pendente,2415.85,2026-02-04T00:00:00,4,2026-06-10T00:00:00
160,3026,boleto,aprovado,360.33,2025-07-20T00:00:00,1,2025-11-10T00:00:00
161,8429,pix,aprovado,2456.41,2026-05-19T00:00:00,1,2026-05-26T00:00:00
162,224,cartao_credito,aprovado,650.31,2026-03-09T00:00:00,6,2026-05-27T00:00:00
163,13028,cartao_credito,aprovado,74.21,2023-02-17T00:00:00,12,2023-05-03T00:00:00
164,4736,cartao_debito,recusado,299.26,2023-03-11T00:00:00,1,2024-07-10T00:00:00
165,6649,cartao_credito,recusado,1294.24,2024-10-19T00:00:00,12,2026-05-15T00:00:00
166,6292,pix,aprovado,2530.17,2024-09-13T00:00:00,1,2024-12-22T00:00:00
167,9982,cartao_credito,aprovado,1222.33,2025-12-06T00:00:00,11,2026-05-19T00:00:00
168,6179,cartao_credito,estornado,882.13,2026-02-17T00:00:00,8,2026-04-19T00:00:00
169,8995,cartao_debito,aprovado,342.25,2023-01-21T00:00:00,1,2025-07-04T00:00:00
170,14664,cartao_debito,pendente,443.48,2024-10-01T00:00:00,1,2025-12-27T00:00:00
171,11920,cartao_debito,aprovado,1137.71,2023-02-15T00:00:00,1,2025-03-11T00:00:00
172,1993,pix,aprovado,1730.13,2024-08-11T00:00:00,1,2025-06-07T00:00:00
173,2300,pix,aprovado,1970.71,2023-11-16T00:00:00,1,2025-07-18T00:00:00
174,11946,cartao_credito,aprovado,1147.06,2024-06-06T00:00:00,7,2024-09-19T00:00:00
175,1272,boleto,aprovado,879.34,2025-09-13T00:00:00,1,2026-04-28T00:00:00
176,14469,cartao_debito,aprovado,2197.95,2024-12-16T00:00:00,1,2025-08-25T00:00:00
177,12318,boleto,aprovado,1318.98,2026-01-07T00:00:00,1,2026-01-24T00:00:00
178,14953,cartao_credito,aprovado,2080.69,2023-09-29T00:00:00,11,2025-08-29T00:00:00
179,13933,cartao_credito,pendente,1993.28,2023-08-25T00:00:00,10,2025-08-10T00:00:00
180,5029,pix,aprovado,348.7,2024-03-23T00:00:00,1,2024-07-10T00:00:00
181,11760,pix,aprovado,2563.82,2023-07-22T00:00:00,1,2026-02-07T00:00:00
182,10762,cartao_credito,aprovado,2620.59,2023-07-31T00:00:00,10,2023-12-25T00:00:00
183,13630,pix,aprovado,2338.53,2024-05-16T00:00:00,1,2025-12-18T00:00:00
184,1162,boleto,aprovado,1941.25,2024-04-25T00:00:00,1,2024-11-03T00:00:00
185,6941,cartao_credito,pendente,1042.63,2025-12-08T00:00:00,1,2026-04-19T00:00:00
186,886,cartao_credito,aprovado,1849.64,2023-05-03T00:00:00,11,2026-03-15T00:00:00
187,9463,cartao_debito,pendente,2947.69,2024-09-29T00:00:00,1,2024-12-31T00:00:00
188,13111,cartao_debito,aprovado,2786.32,2025-12-04T00:00:00,1,2025-12-05T00:00:00
189,13344,boleto,aprovado,2580.31,2024-09-04T00:00:00,1,2026-02-25T00:00:00
190,10546,pix,aprovado,1822.23,2025-10-22T00:00:00,1,2026-02-13T00:00:00
191,1961,cartao_credito,aprovado,679.89,2025-05-24T00:00:00,1,2026-03-25T00:00:00
192,7938,pix,aprovado,1284.24,2023-06-21T00:00:00,1,2025-12-27T00:00:00
193,14399,cartao_debito,aprovado,1902.05,2025-10-05T00:00:00,1,2026-04-01T00:00:00
194,3821,pix,aprovado,1586.38,2023-08-03T00:00:00,1,2025-06-22T00:00:00
195,2832,pix,pendente,54.55,2024-03-15T00:00:00,1,2026-04-05T00:00:00
196,9107,boleto,aprovado,2227.32,2023-12-14T00:00:00,1,2025-01-10T00:00:00
197,1016,cartao_credito,recusado,2175.14,2025-07-28T00:00:00,9,2026-06-07T00:00:00
198,5152,pix,aprovado,1530.59,2024-02-13T00:00:00,1,2026-05-04T00:00:00
199,10803,cartao_credito,aprovado,1082.64,2026-05-26T00:00:00,6,2026-06-07T00:00:00
200,4102,cartao_credito,aprovado,2933.78,2025-01-31T00:00:00,3,2025-03-10T00:00:00
201,6868,cartao_credito,aprovado,1469.23,2024-05-18T00:00:00,10,2024-12-30T00:00:00
202,13169,pix,aprovado,1541.89,2023-02-04T00:00:00,1,2024-04-14T00:00:00
203,9904,cartao_debito,aprovado,1343.7,2024-10-28T00:00:00,1,2026-03-17T00:00:00
204,3128,pix,aprovado,1625.24,2025-04-19T00:00:00,1,2026-01-04T00:00:00
205,1646,cartao_credito,recusado,1770.18,2026-05-23T00:00:00,10,2026-05-28T00:00:00
206,2546,cartao_credito,aprovado,1993.37,2023-10-05T00:00:00,4,2024-10-02T00:00:00
207,3671,pix,aprovado,1444.23,2025-01-11T00:00:00,1,2026-04-11T00:00:00
208,7413,cartao_debito,aprovado,2425.35,2025-08-28T00:00:00,1,2026-02-04T00:00:00
209,12154,pix,aprovado,1414.47,2025-03-30T00:00:00,1,2025-09-07T00:00:00
210,8534,cartao_credito,aprovado,808.44,2023-08-22T00:00:00,4,2024-07-10T00:00:00
211,7344,cartao_credito,aprovado,2359.12,2024-12-21T00:00:00,11,2025-12-15T00:00:00
212,2990,cartao_credito,aprovado,772.22,2023-10-14T00:00:00,12,2024-08-01T00:00:00
213,13842,cartao_credito,aprovado,1182.98,2024-06-20T00:00:00,1,2025-06-29T00:00:00
214,2447,cartao_credito,aprovado,1987.93,2024-10-23T00:00:00,8,2026-02-10T00:00:00
215,7145,boleto,aprovado,2149.42,2023-03-27T00:00:00,1,2023-04-26T00:00:00
216,1406,cartao_debito,recusado,2087.86,2023-05-25T00:00:00,1,2025-10-10T00:00:00
217,8445,cartao_credito,aprovado,1631.84,2026-06-04T00:00:00,12,2026-06-08T00:00:00
218,1440,pix,aprovado,2023.22,2025-07-29T00:00:00,1,2026-01-21T00:00:00
219,6175,cartao_credito,aprovado,2524.41,2024-06-30T00:00:00,2,2025-08-03T00:00:00
220,818,pix,aprovado,1746.72,2025-05-08T00:00:00,1,2025-11-09T00:00:00
221,8496,pix,aprovado,942.25,2025-10-05T00:00:00,1,2026-05-22T00:00:00
222,9818,boleto,aprovado,942.31,2024-01-30T00:00:00,1,2024-09-10T00:00:00
223,7511,cartao_debito,aprovado,2588.49,2023-06-30T00:00:00,1,2025-04-13T00:00:00
224,11762,cartao_credito,aprovado,1826.67,2024-09-02T00:00:00,12,2026-02-10T00:00:00
225,528,cartao_debito,aprovado,614.24,2026-03-09T00:00:00,1,2026-06-01T00:00:00
226,876,cartao_credito,aprovado,1289.72,2023-02-08T00:00:00,12,2025-03-20T00:00:00
227,9963,cartao_credito,aprovado,2778.21,2024-04-03T00:00:00,10,2024-12-03T00:00:00
228,7047,cartao_credito,aprovado,1565.4,2025-06-17T00:00:00,1,2026-01-18T00:00:00
229,12479,cartao_credito,aprovado,1510.79,2025-08-27T00:00:00,10,2026-04-10T00:00:00
230,2423,pix,aprovado,2184.04,2024-11-28T00:00:00,1,2025-10-13T00:00:00
231,137,cartao_credito,aprovado,2942.57,2026-02-21T00:00:00,11,2026-05-19T00:00:00
232,12530,boleto,aprovado,455.54,2023-03-08T00:00:00,1,2025-08-07T00:00:00
233,5933,cartao_credito,aprovado,502.83,2023-04-30T00:00:00,3,2025-11-03T00:00:00
234,1678,cartao_debito,recusado,2421.34,2025-04-29T00:00:00,1,2026-01-06T00:00:00
235,1265,pix,aprovado,1436.61,2025-03-10T00:00:00,1,2025-04-10T00:00:00
236,4160,cartao_credito,aprovado,2322.31,2024-04-18T00:00:00,10,2025-10-17T00:00:00
237,4785,cartao_credito,aprovado,2000.24,2023-12-27T00:00:00,11,2025-12-13T00:00:00
238,5795,pix,aprovado,1593.87,2023-07-25T00:00:00,1,2023-11-30T00:00:00
239,4044,cartao_credito,recusado,1477.44,2023-04-19T00:00:00,4,2025-09-17T00:00:00
240,8374,cartao_credito,aprovado,686.2,2024-05-07T00:00:00,11,2024-07-05T00:00:00
241,7821,cartao_debito,aprovado,269.03,2023-08-29T00:00:00,1,2023-11-01T00:00:00
242,9152,pix,aprovado,1975.68,2025-09-11T00:00:00,1,2026-02-07T00:00:00
243,12086,pix,recusado,1667.89,2026-05-15T00:00:00,1,2026-05-28T00:00:00
244,697,cartao_credito,aprovado,2126.51,2024-02-05T00:00:00,6,2026-02-27T00:00:00
245,7237,cartao_credito,aprovado,1828.73,2024-04-09T00:00:00,1,2025-08-31T00:00:00
246,10912,cartao_debito,aprovado,1741.0,2025-04-11T00:00:00,1,2025-10-23T00:00:00
247,3812,cartao_credito,estornado,2732.02,2025-05-11T00:00:00,8,2026-04-23T00:00:00
248,11965,cartao_debito,aprovado,1075.11,2025-06-03T00:00:00,1,2025-07-18T00:00:00
249,2133,pix,aprovado,2246.02,2023-01-04T00:00:00,1,2024-03-20T00:00:00
250,10005,cartao_credito,aprovado,602.09,2024-09-08T00:00:00,10,2026-02-27T00:00:00
251,10541,cartao_debito,recusado,2614.41,2025-06-06T00:00:00,1,2026-04-19T00:00:00
252,2711,cartao_credito,recusado,449.71,2025-10-19T00:00:00,3,2026-03-30T00:00:00
253,206,cartao_debito,pendente,920.94,2023-04-17T00:00:00,1,2025-04-16T00:00:00
254,13622,pix,aprovado,2380.88,2026-01-07T00:00:00,1,2026-03-27T00:00:00
255,5773,pix,pendente,437.81,2024-05-10T00:00:00,1,2025-10-25T00:00:00
256,627,cartao_credito,aprovado,2977.34,2023-11-21T00:00:00,11,2025-11-27T00:00:00
257,5467,cartao_debito,aprovado,2875.65,2023-06-05T00:00:00,1,2023-12-06T00:00:00
258,2430,pix,aprovado,2490.07,2024-10-20T00:00:00,1,2026-05-01T00:00:00
259,14182,cartao_credito,aprovado,2146.11,2026-05-04T00:00:00,12,2026-06-02T00:00:00
260,10695,cartao_credito,pendente,2144.08,2025-07-16T00:00:00,1,2025-08-02T00:00:00
261,2756,pix,aprovado,2864.33,2023-05-26T00:00:00,1,2025-03-28T00:00:00
262,12393,cartao_credito,aprovado,1118.2,2025-01-15T00:00:00,9,2025-09-05T00:00:00
263,14435,cartao_debito,aprovado,1746.72,2023-06-28T00:00:00,1,2025-05-11T00:00:00
264,12683,cartao_credito,aprovado,1529.38,2023-12-04T00:00:00,9,2025-03-27T00:00:00
265,1247,cartao_credito,aprovado,672.81,2025-01-21T00:00:00,8,2025-05-01T00:00:00
266,2769,cartao_credito,recusado,1866.44,2023-05-06T00:00:00,2,2024-05-16T00:00:00
267,10652,cartao_credito,pendente,231.97,2023-06-04T00:00:00,1,2024-08-21T00:00:00
268,979,cartao_credito,aprovado,217.04,2023-04-06T00:00:00,8,2024-06-13T00:00:00
269,4044,pix,aprovado,1471.71,2025-03-18T00:00:00,1,2025-09-11T00:00:00
270,9203,cartao_credito,aprovado,2771.56,2025-12-16T00:00:00,5,2026-06-04T00:00:00
271,6166,cartao_credito,aprovado,1391.22,2025-11-22T00:00:00,2,2025-12-31T00:00:00
272,11803,cartao_credito,aprovado,2437.88,2024-10-29T00:00:00,1,2024-11-03T00:00:00
273,4123,cartao_debito,aprovado,1332.63,2024-11-26T00:00:00,1,2026-01-15T00:00:00
274,2933,boleto,aprovado,691.35,2023-12-16T00:00:00,1,2024-03-12T00:00:00
275,7387,cartao_debito,aprovado,1306.89,2025-11-04T00:00:00,1,2026-02-23T00:00:00
276,13593,pix,aprovado,46.51,2026-02-01T00:00:00,1,2026-03-17T00:00:00
277,11419,cartao_debito,aprovado,359.16,2024-07-04T00:00:00,1,2024-07-05T00:00:00
278,3732,cartao_debito,aprovado,2164.36,2023-06-04T00:00:00,1,2023-09-15T00:00:00
279,6137,cartao_credito,pendente,1881.67,2025-01-16T00:00:00,7,2025-04-16T00:00:00
280,11626,boleto,aprovado,201.67,2026-01-26T00:00:00,1,2026-02-02T00:00:00
281,3934,pix,aprovado,2313.87,2024-09-18T00:00:00,1,2025-07-04T00:00:00
282,2992,cartao_debito,aprovado,707.04,2024-10-13T00:00:00,1,2025-05-14T00:00:00
283,11122,cartao_credito,aprovado,1413.73,2026-04-03T00:00:00,3,2026-05-27T00:00:00
284,8644,pix,aprovado,2854.52,2025-03-10T00:00:00,1,2025-06-22T00:00:00
285,13938,boleto,aprovado,2514.2,2025-06-29T00:00:00,1,2025-12-15T00:00:00
286,512,cartao_credito,aprovado,1620.01,2024-07-26T00:00:00,2,2025-02-26T00:00:00
287,9068,pix,aprovado,1857.25,2025-04-04T00:00:00,1,2026-01-04T00:00:00
288,3510,cartao_credito,aprovado,946.13,2024-12-08T00:00:00,7,2025-01-11T00:00:00
